iso_code,continent,location,date,new_cases,new_cases_per_million,total_deaths_per_million,reproduction_rate,icu_patients_per_million,hosp_patients_per_million,new_tests_per_thousand,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,stringency_index
FRA,Europe,France,3/1/2020,30,0.445,0.03,3.01,0,0,0,0,0,0.0000,34.72
FRA,Europe,France,3/2/2020,61,0.905,0.044,3,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/3/2020,21,0.311,0.059,3,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/4/2020,76,1.127,0.059,3.03,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/5/2020,138,2.047,0.104,3.06,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/6/2020,190,2.818,0.133,3.03,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/7/2020,332,4.924,0.237,3.01,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/8/2020,177,2.625,0.282,2.94,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/9/2020,286,4.242,0.371,2.87,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/10/2020,372,5.517,0.489,2.83,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/11/2020,510,7.564,0.712,2.78,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/12/2020,0,0,0.712,2.73,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/13/2020,1385,20.542,1.172,2.73,0,0,0,0,0,0.0000,43.98
FRA,Europe,France,3/14/2020,815,12.088,1.35,2.65,0,0,0,0,0,0.0000,49.54
FRA,Europe,France,3/15/2020,36,0.534,1.35,2.58,0,0,0,0,0,0.0000,49.54
FRA,Europe,France,3/16/2020,2151,31.904,2.21,2.55,0,0,0,0,0,0.0000,56.94
FRA,Europe,France,3/17/2020,1032,15.307,2.21,2.45,0,0,0,0,0,0.0000,87.96
FRA,Europe,France,3/18/2020,1409,20.898,2.21,2.35,11.435,44.081,0,0,0,0.0000,87.96
FRA,Europe,France,3/19/2020,1841,27.306,3.619,2.27,14.862,60.411,0,0,0,0.0000,87.96
FRA,Europe,France,3/20/2020,1783,26.445,6.689,2.18,19.237,77.512,0,0,0,0.0000,87.96
FRA,Europe,France,3/21/2020,1699,25.199,8.35,2.12,21.551,87.509,0,0,0,0.0000,87.96
FRA,Europe,France,3/22/2020,2295,34.039,10.026,2.07,24.829,103.141,0,0,0,0.0000,87.96
FRA,Europe,France,3/23/2020,3355,49.761,12.785,2,30.85,128.638,0,0,0,0.0000,87.96
FRA,Europe,France,3/24/2020,2243,33.268,16.345,1.93,37.124,150.737,0,0,0,0.0000,87.96
FRA,Europe,France,3/25/2020,2955,43.828,19.771,1.87,43.532,179.051,0,0,0,0.0000,87.96
FRA,Europe,France,3/26/2020,3916,58.082,25.17,1.81,49.702,205.853,0,0,0,0.0000,87.96
FRA,Europe,France,3/27/2020,3792,56.243,29.605,1.74,55.738,232.877,0,0,0,0.0000,87.96
FRA,Europe,France,3/28/2020,4648,68.939,34.321,1.69,62.828,260.746,0,0,0,0.0000,87.96
FRA,Europe,France,3/29/2020,2603,38.608,38.682,1.63,68.108,286.42,0,0,0,0.0000,87.96
FRA,Europe,France,3/30/2020,4343,64.415,44.867,1.57,74.99,310.67,0,0,0,0.0000,87.96
FRA,Europe,France,3/31/2020,7635,113.242,52.297,1.52,81.516,336.27,0,0,0,0.0000,87.96
FRA,Europe,France,4/1/2020,4843,71.831,70.882,1.44,88.102,364.021,0,0,0,0.0000,87.96
FRA,Europe,France,4/2/2020,2100,31.147,79.915,1.36,93.515,387.574,0,0,0,0.0000,87.96
FRA,Europe,France,4/3/2020,5223,77.467,96.556,1.3,97.238,404.942,0,0,0,0.0000,87.96
FRA,Europe,France,4/4/2020,0,0,112.159,1.24,99.715,415.339,0,0,0,0.0000,87.96
FRA,Europe,France,4/5/2020,846,12.548,119.857,1.19,101.732,426.374,0,0,0,0.0000,87.96
FRA,Europe,France,4/6/2020,2658,39.423,132.212,1.14,103.052,438.566,0,0,0,0.0000,87.96
FRA,Europe,France,4/7/2020,0,0,153.214,1.09,103.883,443.045,0,0,0,0.0000,87.96
FRA,Europe,France,4/8/2020,3851,57.118,161.283,1.04,104.105,448.177,0,0,0,0.0000,87.96
FRA,Europe,France,4/9/2020,3784,56.124,181.157,0.99,102.889,453.976,0,0,0,0.0000,87.96
FRA,Europe,France,4/10/2020,1566,23.227,195.767,0.94,101.97,461.392,0,0,0,0.0000,87.96
FRA,Europe,France,4/11/2020,1445,21.432,205.2,0.91,100.145,462.149,0,0,0,0.0000,87.96
FRA,Europe,France,4/12/2020,50745,752.648,213.521,0.88,99.582,469.654,0,0,0,0.0000,87.96
FRA,Europe,France,4/13/2020,3139,46.558,222.02,0.85,99.226,473.911,0,0,0,0.0000,87.96
FRA,Europe,France,4/14/2020,17448,258.788,233.04,0.83,97.876,476.566,0,0,0,0.0000,87.96
FRA,Europe,France,4/15/2020,3207,47.566,254.368,0.79,93.901,469.031,0,0,0,0.0000,87.96
FRA,Europe,France,4/16/2020,12578,186.556,265.536,0.76,91.053,462.342,0,0,0,0.0000,87.96
FRA,Europe,France,4/17/2020,1891,28.047,276.824,0.72,87.835,460.695,0,0,0,0.0000,87.96
FRA,Europe,France,4/18/2020,3804,56.421,286.331,0.69,85.032,452.597,0,0,0,0.0000,87.96
FRA,Europe,France,4/19/2020,1094,16.226,292.101,0.67,83.712,452.167,0,0,0,0.0000,87.96
FRA,Europe,France,4/20/2020,2446,36.279,300.214,0.65,82.822,451.811,0,0,0,0.0000,87.96
FRA,Europe,France,4/21/2020,2666,39.542,308.045,0.64,79.114,444.721,0,0,0,0.0000,87.96
FRA,Europe,France,4/22/2020,1798,26.668,316.113,0.64,76.043,439.426,0,0,0,0.0000,87.96
FRA,Europe,France,4/23/2020,0,0,323.767,0.64,73.67,431.803,0,0,0,0.0000,87.96
FRA,Europe,France,4/24/2020,2811,41.693,329.536,0.65,70.971,423.512,0,0,0,0.0000,87.96
FRA,Europe,France,4/25/2020,1678,24.888,335.009,0.65,68.835,417.06,0,0,0,0.0000,87.96
FRA,Europe,France,4/26/2020,633,9.389,338.614,0.66,68.197,416.986,0,0,0,0.0000,87.96
FRA,Europe,France,4/27/2020,3686,54.671,345.095,0.67,67.129,414.612,0,0,0,0.0000,87.96
FRA,Europe,France,4/28/2020,3131,46.439,350.538,0.66,65.142,409.466,0,0,0,0.0000,87.96
FRA,Europe,France,4/29/2020,0,0,356.857,0.65,61.226,396.547,0,0,0,0.0000,87.96
FRA,Europe,France,4/30/2020,1218,18.065,361.143,0.64,58.542,388.479,0,0,0,0.0000,87.96
FRA,Europe,France,5/1/2020,526,7.802,364.362,0.63,56.643,382.798,0,0,0,0.0000,87.96
FRA,Europe,France,5/2/2020,792,11.747,367.284,0.63,55.916,381.938,0,0,0,0.0000,87.96
FRA,Europe,France,5/3/2020,361,5.354,369.286,0.64,55.798,381.76,0,0,0,0.0000,87.96
FRA,Europe,France,5/4/2020,562,8.336,373.825,0.65,53.973,377.8,0,0,0,0.0000,87.96
FRA,Europe,France,5/5/2020,1115,16.538,378.764,0.66,50.058,366.364,0,0,0,0.0000,87.96
FRA,Europe,France,5/6/2020,4136,61.345,382.842,0.67,45.905,354.662,0,0,0,0.0000,87.96
FRA,Europe,France,5/7/2020,741,10.99,385.497,0.64,43.176,343.197,0,0,0,0.0000,87.96
FRA,Europe,France,5/8/2020,531,7.876,389.087,0.62,41.826,336.048,0,0,0,0.0000,87.96
FRA,Europe,France,5/9/2020,528,7.831,390.273,0.62,40.996,334.416,0,0,0,0.0000,87.96
FRA,Europe,France,5/10/2020,249,3.693,391.311,0.62,40.462,333.749,0,0,0,0.0000,87.96
FRA,Europe,France,5/11/2020,315,4.672,395.212,0.61,39.542,329.551,0,0,0,0.0000,76.85
FRA,Europe,France,5/12/2020,753,11.168,400.374,0.62,37.021,319.332,0,0,0,0.0000,76.85
FRA,Europe,France,5/13/2020,521,7.727,401.634,0.62,35.374,311.605,0.587,0,0,0.0000,76.85
FRA,Europe,France,5/14/2020,642,9.522,406.84,0.63,33.461,302.587,0.63,0,0,0.0000,76.85
FRA,Europe,France,5/15/2020,513,7.609,408.353,0.66,32.067,293.688,0.714,0,0,0.0000,76.85
FRA,Europe,France,5/16/2020,415,6.155,409.807,0.69,31.014,287.325,0.247,0,0,0.0000,76.85
FRA,Europe,France,5/17/2020,140,2.076,416.971,0.72,30.361,286.286,0.099,0,0,0.0000,76.85
FRA,Europe,France,5/18/2020,444,6.585,418.884,0.76,29.041,281.155,0.769,0,0,0.0000,76.85
FRA,Europe,France,5/19/2020,501,7.431,415.666,0.79,27.498,273.041,0.791,0.021,47.6,0.0000,76.85
FRA,Europe,France,5/20/2020,481,7.134,417.312,0.83,26.015,265.225,0.796,0.021,47.6,0.0000,76.85
FRA,Europe,France,5/21/2020,267,3.96,418.528,0.87,25.333,259.96,0.145,0.02,50,0.0000,76.85
FRA,Europe,France,5/22/2020,756,11.213,420.723,0.94,24.68,256.993,0.755,0.019,52.6,0.0000,76.85
FRA,Europe,France,5/23/2020,546,8.098,421.999,1,24.146,253.953,0.283,0.019,52.6,0.0000,76.85
FRA,Europe,France,5/24/2020,0,0,420.812,1.06,23.998,254.057,0.107,0.019,52.6,0.0000,76.85
FRA,Europe,France,5/25/2020,325,4.82,422.132,1.13,23.316,248.317,0.77,0.017,58.8,0.0000,76.85
FRA,Europe,France,5/26/2020,255,3.782,424.164,1.19,22.53,240.411,0.802,0.016,62.5,0.0000,75
FRA,Europe,France,5/27/2020,173,2.566,424.179,1.27,21.758,231.779,0.693,0.015,66.7,0.0000,75
FRA,Europe,France,5/28/2020,3342,49.568,425.173,1.36,20.691,224.778,0.662,0.015,66.7,0.0000,75
FRA,Europe,France,5/29/2020,594,8.81,425.929,1.32,19.697,217.184,0.735,0.014,71.4,0.0000,75
FRA,Europe,France,5/30/2020,1794,26.609,426.775,1.27,19.178,212.527,0.302,0.014,71.4,0.0000,75
FRA,Europe,France,5/31/2020,232,3.441,427.234,1.21,19.089,211.667,0.127,0.014,71.4,0.0000,75
FRA,Europe,France,6/1/2020,406,6.022,427.709,1.15,18.837,211.163,0.149,0.015,66.7,0.0000,75
FRA,Europe,France,6/2/2020,0,0,429.281,1.1,18.11,207.321,0.728,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/3/2020,0,0,430.483,1.06,17.487,199.712,0.666,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/4/2020,4360,64.667,431.15,1.02,16.805,193.616,0.616,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/5/2020,581,8.617,431.818,0.97,15.796,187.624,0.693,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/6/2020,572,8.484,432.277,0.93,15.277,184.406,0.292,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/7/2020,341,5.058,432.47,0.9,15.188,184.139,0.113,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/8/2020,274,4.064,433.286,0.87,14.758,181.973,0.673,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/9/2020,552,8.187,434.591,0.85,13.734,176.723,0.651,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/10/2020,625,9.27,434.903,0.84,13.408,172.525,0.603,0.013,76.9,0.0000,72.22
FRA,Europe,France,6/11/2020,364,5.399,435.303,0.83,12.978,169.381,0.575,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/12/2020,801,11.88,435.718,0.84,12.622,164.323,0.661,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/13/2020,497,7.371,436.074,0.85,12.503,161.134,0.285,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/14/2020,390,5.784,436.223,0.86,12.474,160.719,0.099,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/15/2020,136,2.017,436.638,0.86,12.133,158.806,0.651,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/16/2020,663,9.834,438.329,0.88,11.747,155.587,0.638,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/17/2020,489,7.253,438.7,0.89,11.035,151.612,0.596,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/18/2020,586,8.692,439.115,0.9,10.738,149.506,0.563,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/19/2020,787,11.673,439.322,0.92,10.368,147.207,0.683,0.014,71.4,0.0000,72.22
FRA,Europe,France,6/20/2020,619,9.181,439.589,0.93,10.19,145.234,0.322,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/21/2020,343,5.087,439.678,0.94,10.19,145.027,0.097,0.015,66.7,0.0000,72.22
FRA,Europe,France,6/22/2020,142,2.106,440.034,0.94,9.982,143.099,0.719,0.015,66.7,0.0000,51.85
FRA,Europe,France,6/23/2020,698,10.353,440.835,0.96,9.7,140.103,0.718,0.015,66.7,0.0000,51.85
FRA,Europe,France,6/24/2020,268,3.975,441.028,0.97,9.344,137.255,0.677,0.014,71.4,0.0000,51.85
FRA,Europe,France,6/25/2020,255,3.782,441.31,0.99,9.24,134.911,0.593,0.014,71.4,0.0000,51.85
FRA,Europe,France,6/26/2020,1263,18.733,441.696,1.04,8.988,131.129,0.761,0.013,76.9,0.0000,51.85
FRA,Europe,France,6/27/2020,448,6.645,441.71,1.05,8.81,129.26,0.366,0.013,76.9,0.0000,51.85
FRA,Europe,France,6/28/2020,0,0,441.71,1.05,8.81,129.438,0.122,0.013,76.9,0.0000,51.85
FRA,Europe,France,6/29/2020,645,9.567,442.23,1.06,8.766,128.193,0.917,0.013,76.9,0.0000,51.85
FRA,Europe,France,6/30/2020,442,6.556,442.674,1.07,8.514,125.938,0.886,0.013,76.9,0.0000,51.85
FRA,Europe,France,7/1/2020,990,14.684,442.956,1.07,8.217,122.972,0.85,0.012,83.3,0.0000,51.85
FRA,Europe,France,7/2/2020,539,7.994,443.149,1.06,8.083,120.183,0.815,0.012,83.3,0.0000,51.85
FRA,Europe,France,7/3/2020,539,7.994,443.416,1.06,7.905,117.855,0.955,0.012,83.3,0.0000,51.85
FRA,Europe,France,7/4/2020,358,5.31,443.416,1.07,7.668,116.624,0.433,0.012,83.3,0.0000,51.85
FRA,Europe,France,7/5/2020,12,0.178,443.401,1.08,7.727,116.624,0.127,0.011,90.9,0.0000,51.85
FRA,Europe,France,7/6/2020,1018,15.099,443.846,1.09,7.727,115.778,0.996,0.011,90.9,0.0000,51.85
FRA,Europe,France,7/7/2020,454,6.734,444.009,1.09,7.579,111.981,0.983,0.011,90.9,0.0000,51.85
FRA,Europe,France,7/8/2020,822,12.192,444.469,1.1,7.46,107.591,0.966,0.011,90.9,0.0000,51.85
FRA,Europe,France,7/9/2020,444,6.585,444.706,1.1,7.208,105.811,1.02,0.01,100,0.0000,51.85
FRA,Europe,France,7/10/2020,714,10.59,445.092,1.1,6.986,104.12,1.145,0.01,100,0.0000,51.85
FRA,Europe,France,7/11/2020,251,3.723,445.137,1.12,6.971,103.75,0.484,0.01,100,0.0000,46.3
FRA,Europe,France,7/12/2020,16,0.237,445.137,1.14,7.016,103.69,0.127,0.01,100,0.0000,46.3
FRA,Europe,France,7/13/2020,1423,21.106,445.478,1.15,6.927,102.949,1.198,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/14/2020,62,0.92,445.507,1.16,6.897,102.444,0.184,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/15/2020,726,10.768,446.813,1.17,6.778,101.94,1.19,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/16/2020,569,8.439,447.065,1.19,6.763,100.175,1.253,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/17/2020,824,12.222,447.258,1.21,6.704,98.573,1.397,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/18/2020,165,2.447,447.302,1.24,6.674,98.099,0.604,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/19/2020,4,0.059,447.302,1.28,6.645,97.639,0.182,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/20/2020,1911,28.344,447.658,1.32,6.556,97.105,1.38,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/21/2020,595,8.825,447.465,1.33,6.378,95.518,1.323,0.011,90.9,0.0000,46.3
FRA,Europe,France,7/22/2020,921,13.66,447.554,1.33,6.229,93.797,1.323,0.012,83.3,0.0000,46.3
FRA,Europe,France,7/23/2020,1236,18.332,447.717,1.33,6.096,87.731,1.309,0.012,83.3,0.0000,46.3
FRA,Europe,France,7/24/2020,1091,16.182,447.866,1.33,5.71,84.216,1.426,0.013,76.9,0.0000,46.3
FRA,Europe,France,7/25/2020,84,1.246,447.866,1.33,5.458,83.563,0.643,0.013,76.9,0.0000,46.3
FRA,Europe,France,7/26/2020,4,0.059,447.866,1.35,5.443,83.652,0.222,0.013,76.9,0.0000,46.3
FRA,Europe,France,7/27/2020,2488,36.902,448.133,1.38,5.547,83.267,1.531,0.013,76.9,0.0000,46.3
FRA,Europe,France,7/28/2020,564,8.365,448.325,1.38,5.354,81.724,1.543,0.014,71.4,0.0000,46.3
FRA,Europe,France,7/29/2020,1470,21.803,448.533,1.37,5.28,80.226,1.602,0.014,71.4,0.0000,46.3
FRA,Europe,France,7/30/2020,1394,20.676,448.77,1.37,5.295,79.114,1.567,0.014,71.4,0.0000,46.3
FRA,Europe,France,7/31/2020,1303,19.326,448.934,1.36,5.147,77.972,1.634,0.014,71.4,0.0000,46.3
FRA,Europe,France,8/1/2020,62,0.92,448.934,1.37,5.102,76.785,0.707,0.014,71.4,0.0000,46.3
FRA,Europe,France,8/2/2020,3,0.044,448.934,1.4,5.117,76.948,0.245,0.014,71.4,0.0000,46.3
FRA,Europe,France,8/3/2020,3361,49.85,449.379,1.43,5.34,76.488,1.681,0.015,66.7,0.0000,46.3
FRA,Europe,France,8/4/2020,969,14.372,449.408,1.43,5.399,75.954,1.582,0.016,62.5,0.0000,46.3
FRA,Europe,France,8/5/2020,1708,25.333,449.571,1.42,5.34,75.747,1.58,0.017,58.8,0.0000,46.3
FRA,Europe,France,8/6/2020,1601,23.746,449.631,1.42,5.428,74.442,1.628,0.018,55.6,0.0000,46.3
FRA,Europe,France,8/7/2020,2382,35.33,449.823,1.42,5.325,73.715,1.662,0.019,52.6,0.0000,46.3
FRA,Europe,France,8/8/2020,69,1.023,449.838,1.42,5.428,73.878,0.739,0.019,52.6,0.0000,46.3
FRA,Europe,France,8/9/2020,6,0.089,449.838,1.45,5.458,74.041,0.254,0.019,52.6,0.0000,46.3
FRA,Europe,France,8/10/2020,4717,69.962,450.061,1.49,5.517,74.219,1.733,0.021,47.6,0.0000,46.3
FRA,Europe,France,8/11/2020,1408,20.883,450.254,1.48,5.443,73.73,1.581,0.022,45.5,0.0000,46.3
FRA,Europe,France,8/12/2020,2577,38.222,450.535,1.47,5.265,71.935,1.657,0.023,43.5,0.0000,46.3
FRA,Europe,France,8/13/2020,2670,39.601,450.788,1.45,5.206,71.549,1.796,0.025,40,0.0000,46.3
FRA,Europe,France,8/14/2020,2887,42.82,451.069,1.45,5.102,71.015,1.97,0.026,38.5,0.0000,48.15
FRA,Europe,France,8/15/2020,3210,47.611,451.084,1.45,5.236,71.446,0.398,0.027,37,0.0000,48.15
FRA,Europe,France,8/16/2020,3020,44.793,451.114,1.43,5.236,71.49,0.328,0.027,37,0.0000,48.15
FRA,Europe,France,8/17/2020,590,8.751,451.396,1.4,5.354,72.454,2.288,0.029,34.5,0.0000,48.15
FRA,Europe,France,8/18/2020,2118,31.414,451.722,1.41,5.295,70.941,2.156,0.03,33.3,0.0000,48.15
FRA,Europe,France,8/19/2020,3787,56.169,451.989,1.43,5.369,70.912,2.153,0.031,32.3,0.0000,48.15
FRA,Europe,France,8/20/2020,4800,71.193,452.152,1.43,5.458,70.051,2.281,0.032,31.2,0.0000,48.15
FRA,Europe,France,8/21/2020,4954,73.477,452.508,1.43,5.443,70.007,2.443,0.032,31.2,0.0000,48.15
FRA,Europe,France,8/22/2020,3474,51.526,452.642,1.42,5.458,69.488,1.029,0.033,30.3,0.0000,48.15
FRA,Europe,France,8/23/2020,4735,70.229,452.642,1.41,5.503,69.458,0.35,0.033,30.3,0.0000,48.15
FRA,Europe,France,8/24/2020,1976,29.308,452.879,1.4,5.74,69.176,2.775,0.034,29.4,0.0000,48.15
FRA,Europe,France,8/25/2020,3432,50.903,453.161,1.4,5.948,67.901,2.634,0.035,28.6,0.0000,48.15
FRA,Europe,France,8/26/2020,244,3.619,453.161,1.41,5.532,67.263,2.697,0.035,28.6,0.0000,48.15
FRA,Europe,France,8/27/2020,11226,166.504,453.68,1.44,5.562,66.996,2.893,0.036,27.8,0.0000,48.15
FRA,Europe,France,8/28/2020,7558,112.1,453.947,1.43,5.651,66.996,2.99,0.037,27,0.0000,48.15
FRA,Europe,France,8/29/2020,5460,80.982,454.036,1.4,5.844,66.922,1.259,0.038,26.3,0.0000,48.15
FRA,Europe,France,8/30/2020,5382,79.826,454.08,1.38,5.873,66.996,0.412,0.038,26.3,0.0000,48.15
FRA,Europe,France,8/31/2020,3022,44.822,454.54,1.36,5.977,67.693,3.256,0.039,25.6,0.0000,48.15
FRA,Europe,France,9/1/2020,5104,75.702,454.941,1.34,6.2,68.019,2.909,0.04,25,0.0000,46.76
FRA,Europe,France,9/2/2020,7038,104.387,455.326,1.34,6.526,68.435,2.894,0.042,23.8,0.0000,46.76
FRA,Europe,France,9/3/2020,7119,105.589,455.578,1.32,6.793,68.598,3.014,0.044,22.7,0.0000,48.61
FRA,Europe,France,9/4/2020,8788,130.343,455.282,1.32,6.927,69.013,3.227,0.045,22.2,0.0000,48.61
FRA,Europe,France,9/5/2020,8594,127.466,455.46,1.31,7.06,69.221,1.382,0.046,21.7,0.0000,48.61
FRA,Europe,France,9/6/2020,7015,104.046,455.519,1.3,7.119,69.666,0.422,0.046,21.7,0.0000,48.61
FRA,Europe,France,9/7/2020,4184,62.057,455.86,1.28,7.876,72.513,3.622,0.047,21.3,0.0000,48.61
FRA,Europe,France,9/8/2020,6738,99.938,456.424,1.27,8.425,73.3,3.578,0.048,20.8,0.0000,48.61
FRA,Europe,France,9/9/2020,8577,127.214,456.898,1.26,8.795,73.937,3.519,0.048,20.8,0.0000,48.61
FRA,Europe,France,9/10/2020,9699,143.855,457.18,1.25,9.018,75.302,3.725,0.048,20.8,0.0000,48.61
FRA,Europe,France,9/11/2020,9433,139.91,458.367,1.25,9.314,76.177,3.863,0.047,21.3,0.0000,48.61
FRA,Europe,France,9/12/2020,11336,168.135,458.634,1.25,9.715,76.77,1.512,0.047,21.3,0.0000,48.61
FRA,Europe,France,9/13/2020,6345,94.109,458.708,1.24,9.819,77.541,0.432,0.047,21.3,0.0000,48.61
FRA,Europe,France,9/14/2020,6174,91.572,459.212,1.23,10.457,81.264,4.084,0.048,20.8,0.0000,48.61
FRA,Europe,France,9/15/2020,7826,116.075,459.954,1.23,11.154,83.949,3.943,0.049,20.4,0.0000,48.61
FRA,Europe,France,9/16/2020,10267,152.28,460.666,1.22,11.806,86.025,3.665,0.05,20,0.0000,48.61
FRA,Europe,France,9/17/2020,10239,151.864,461.363,1.22,11.762,86.396,3.62,0.051,19.6,0.0000,48.61
FRA,Europe,France,9/18/2020,13221,196.093,463.647,1.22,12.162,86.025,3.625,0.053,18.9,0.0000,48.61
FRA,Europe,France,9/19/2020,13400,198.748,464.018,1.22,12.266,81.472,1.408,0.054,18.5,0.0000,48.61
FRA,Europe,France,9/20/2020,10536,156.269,464.181,1.21,12.37,79.44,0.442,0.054,18.5,0.0000,48.61
FRA,Europe,France,9/21/2020,5539,82.154,464.967,1.21,13.527,83.014,3.603,0.056,17.9,0.0000,48.61
FRA,Europe,France,9/22/2020,9961,147.741,466.139,1.2,14.001,85.684,3.248,0.059,16.9,0.0000,46.76
FRA,Europe,France,9/23/2020,13156,195.129,466.776,1.2,14.758,87.701,3.003,0.06,16.7,0.0000,46.76
FRA,Europe,France,9/24/2020,15905,235.902,467.488,1.19,15.44,89.17,3.016,0.061,16.4,0.0000,46.76
FRA,Europe,France,9/25/2020,15994,237.222,469.713,1.18,16.196,90.623,3.11,0.062,16.1,0.0000,46.76
FRA,Europe,France,9/26/2020,14219,210.896,470.292,1.17,16.389,91.276,1.259,0.062,16.1,0.0000,49.54
FRA,Europe,France,9/27/2020,10635,157.738,470.692,1.16,16.493,92.477,0.346,0.062,16.1,0.0000,49.54
FRA,Europe,France,9/28/2020,4299,63.763,471.938,1.14,17.175,94.88,3.24,0.062,16.1,0.0000,49.54
FRA,Europe,France,9/29/2020,7856,116.52,473.006,1.14,17.769,96.141,2.905,0.062,16.1,0.0000,49.54
FRA,Europe,France,9/30/2020,14242,211.237,474.192,1.15,18.273,97.476,2.784,0.063,15.9,0.0000,49.54
FRA,Europe,France,10/1/2020,13025,193.186,475.038,1.15,18.673,98.395,2.843,0.066,15.2,0.0000,49.54
FRA,Europe,France,10/2/2020,12324,182.789,477.04,1.16,18.837,99.967,3.053,0.069,14.5,0.0000,49.54
FRA,Europe,France,10/3/2020,16514,244.935,477.411,1.18,19.118,99.967,1.321,0.071,14.1,0.0000,49.54
FRA,Europe,France,10/4/2020,12504,185.459,477.886,1.19,19.801,103.29,0.372,0.072,13.9,0.0000,49.54
FRA,Europe,France,10/5/2020,5375,79.722,478.924,1.2,20.898,107.917,3.49,0.078,12.8,0.0000,49.54
FRA,Europe,France,10/6/2020,11310,167.749,480.214,1.22,21.017,109.415,3.166,0.082,12.2,0.0000,49.54
FRA,Europe,France,10/7/2020,18823,279.182,481.386,1.24,20.854,111.447,3.112,0.087,11.5,0.0000,49.54
FRA,Europe,France,10/8/2020,17340,257.186,482.469,1.25,21.032,112.767,3.355,0.091,11,0.0000,49.54
FRA,Europe,France,10/9/2020,20697,306.977,484.1,1.27,21.343,116.327,3.763,0.094,10.6,0.0000,49.54
FRA,Europe,France,10/10/2020,26677,395.672,484.619,1.28,21.595,118.3,1.665,0.095,10.5,0.0000,43.98
FRA,Europe,France,10/11/2020,15994,237.222,485.302,1.28,21.996,122.082,0.469,0.096,10.4,0.0000,43.98
FRA,Europe,France,10/12/2020,8715,129.26,486.725,1.28,22.826,128.608,4.334,0.1,10,0.0000,43.98
FRA,Europe,France,10/13/2020,13626,202.1,488.624,1.29,24.221,132.42,4.004,0.102,9.8,0.0000,43.98
FRA,Europe,France,10/14/2020,22643,335.84,490.166,1.3,24.68,136.054,4.055,0.103,9.7,0.0000,43.98
FRA,Europe,France,10/15/2020,29757,441.354,491.427,1.32,25.822,142.149,4.363,0.105,9.5,0.0000,43.98
FRA,Europe,France,10/16/2020,25410,376.88,494.067,1.32,26.564,148.631,4.669,0.107,9.3,0.0000,43.98
FRA,Europe,France,10/17/2020,32139,476.684,495.15,1.33,27.706,154.237,2.041,0.107,9.3,0.0000,49.54
FRA,Europe,France,10/18/2020,29837,442.541,496.411,1.33,28.759,161.624,0.583,0.108,9.3,0.0000,49.54
FRA,Europe,France,10/19/2020,13538,200.795,498.576,1.32,30.999,172.644,5.137,0.112,8.9,0.0000,49.54
FRA,Europe,France,10/20/2020,20376,302.216,502.744,1.33,32.156,184.435,4.644,0.119,8.4,0.0000,49.54
FRA,Europe,France,10/21/2020,26797,397.452,505.191,1.34,33.209,195.218,4.772,0.126,7.9,0.0000,49.54
FRA,Europe,France,10/22/2020,40813,605.337,507.475,1.35,34.262,207.781,5.153,0.132,7.6,0.0000,49.54
FRA,Europe,France,10/23/2020,42213,626.101,511.91,1.36,36.071,222.257,5.612,0.14,7.1,0.0000,49.54
FRA,Europe,France,10/24/2020,45265,671.368,513.927,1.36,36.946,231.927,2.404,0.143,7,0.0000,49.54
FRA,Europe,France,10/25/2020,6554,97.209,513.616,1.36,38.192,244.045,0.684,0.144,6.9,0.0000,49.54
