iso_code,continent,location,date,new_cases,new_cases_per_million,total_deaths_per_million,reproduction_rate,icu_patients_per_million,hosp_patients_per_million,new_tests_per_thousand,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,stringency_index
CAN,North America,Canada,4/10/2020,1144,29.983,22.723,1.26,14.205,42.694,0.279,0.1201,8.3,0.0000,74.54
CAN,North America,Canada,4/11/2020,1376,36.063,25.842,1.25,14.703,44.45,0.325,0.1249,8,0.0000,74.54
CAN,North America,Canada,4/12/2020,1342,35.172,28.699,1.24,14.939,46.966,0.316,0.1278,7.8,0.0000,74.54
CAN,North America,Canada,4/13/2020,1797,47.097,32.106,1.24,15.096,49.063,0.3,0.1307,7.7,0.0000,74.54
CAN,North America,Canada,4/14/2020,1689,44.267,35.67,1.22,14.965,50.74,0.293,0.129,7.8,0.0000,74.54
CAN,North America,Canada,4/15/2020,1747,45.787,39.706,1.2,14.677,52.575,0.33,0.1291,7.7,0.0000,74.54
CAN,North America,Canada,4/16/2020,1766,46.285,43.271,1.19,14.153,53.676,0.328,0.1311,7.6,0.0000,74.54
CAN,North America,Canada,4/17/2020,2126,55.72,47.124,1.17,13.996,55.851,0.364,0.1375,7.3,0.0000,74.54
CAN,North America,Canada,4/18/2020,1526,39.995,50.767,1.15,15.516,57.188,0.358,0.1373,7.3,0.0000,74.54
CAN,North America,Canada,4/19/2020,1700,44.555,55.222,1.13,13.524,55.877,0.417,0.1354,7.4,0.0000,74.54
CAN,North America,Canada,4/20/2020,1712,44.87,58.996,1.11,13.812,57.345,0.603,0.1194,8.4,0.0000,74.54
CAN,North America,Canada,4/21/2020,1590,41.672,63.216,1.09,13.917,60.411,0.56,0.1077,9.3,0.0000,74.54
CAN,North America,Canada,4/22/2020,1846,48.382,67.514,1.07,13.576,62.089,0.554,0.101,9.9,0.0000,74.54
CAN,North America,Canada,4/23/2020,1809,47.412,72.258,1.05,13.445,65.968,0.634,0.0924,10.8,0.0000,74.54
CAN,North America,Canada,4/24/2020,1640,42.983,76.818,1.04,14.153,67.671,0.655,0.082,12.2,0.0000,74.54
CAN,North America,Canada,4/25/2020,1582,41.462,81.562,1.02,13.969,69.427,0.754,0.0745,13.4,0.0000,74.54
CAN,North America,Canada,4/26/2020,1211,31.739,85.153,1.01,14.048,70.135,0.707,0.0668,15,0.0000,74.54
CAN,North America,Canada,4/27/2020,1656,43.402,89.844,1,13.524,71.105,0.721,0.0648,15.4,0.0000,74.54
CAN,North America,Canada,4/28/2020,1523,39.916,95.269,0.99,13.655,73.568,0.707,0.0624,16,0.0000,74.54
CAN,North America,Canada,4/29/2020,1689,44.267,100.721,0.98,13.681,74.617,0.623,0.0607,16.5,0.0000,74.54
CAN,North America,Canada,4/30/2020,1639,42.956,106.277,0.97,13.262,76.084,0.728,0.0586,17.1,0.0000,74.54
CAN,North America,Canada,5/1/2020,1811,47.464,111.021,0.96,13.471,77.395,0.804,0.0577,17.3,0.0000,74.54
CAN,North America,Canada,5/2/2020,1356,35.539,115.634,0.95,13.367,76.687,0.897,0.055,18.2,0.0000,74.54
CAN,North America,Canada,5/3/2020,1259,32.997,119.46,0.94,13.471,77.945,0.847,0.0538,18.6,0.0000,74.54
CAN,North America,Canada,5/4/2020,1376,36.063,124.859,0.93,13.367,77.814,0.894,0.0508,19.7,0.0000,74.54
CAN,North America,Canada,5/5/2020,1395,36.561,129.367,0.92,13.393,80.671,0.749,0.0498,20.1,0.0000,74.54
CAN,North America,Canada,5/6/2020,1516,39.733,133.875,0.91,13.131,80.802,0.577,0.0494,20.3,0.0000,74.54
CAN,North America,Canada,5/7/2020,1271,33.311,137.754,0.9,13.262,80.671,0.733,0.0476,21,0.0000,74.54
CAN,North America,Canada,5/8/2020,1200,31.451,141.895,0.89,12.685,80.461,0.826,0.0445,22.5,0.0000,74.54
CAN,North America,Canada,5/9/2020,1146,30.035,146.141,0.89,12.318,80.042,0.879,0.0436,22.9,0.0000,74.54
CAN,North America,Canada,5/10/2020,1038,27.205,149.495,0.88,11.977,78.286,0.951,0.0418,23.9,0.0000,74.54
CAN,North America,Canada,5/11/2020,1024,26.838,152.955,0.88,11.768,80.121,0.892,0.0402,24.9,0.0000,72.69
CAN,North America,Canada,5/12/2020,1117,29.275,156.703,0.89,11.401,80.094,0.727,0.039,25.6,0.0000,72.69
CAN,North America,Canada,5/13/2020,1227,32.158,159.638,0.89,11.427,80.697,0.632,0.0373,26.8,0.0000,72.69
CAN,North America,Canada,5/14/2020,1110,29.092,162.836,0.89,11.06,79.701,0.822,0.036,27.8,0.0000,72.69
CAN,North America,Canada,5/15/2020,1271,33.311,166.086,0.9,10.929,77.971,0.923,0.0357,28,0.0000,72.69
CAN,North America,Canada,5/16/2020,1155,30.271,169.1,0.9,10.588,75.98,0.985,0.0351,28.5,0.0000,72.69
CAN,North America,Canada,5/17/2020,1208,31.66,171.458,0.9,10.457,74.853,0.992,0.0356,28.1,0.0000,72.69
CAN,North America,Canada,5/18/2020,1086,28.463,173.948,0.9,10.431,75.901,0.919,0.0357,28,0.0000,72.69
CAN,North America,Canada,5/19/2020,1002,26.261,175.966,0.89,10.536,70.187,0.627,0.0358,27.9,0.0000,72.69
CAN,North America,Canada,5/20/2020,1256,32.918,179.059,0.89,10.326,69.558,0.49,0.0368,27.2,0.0000,72.69
CAN,North America,Canada,5/21/2020,1115,29.223,181.706,0.88,9.959,69.113,0.564,0.0386,25.9,0.0000,72.69
CAN,North America,Canada,5/22/2020,1090,28.568,184.406,0.87,9.671,67.75,0.735,0.039,25.6,0.0000,72.69
CAN,North America,Canada,5/23/2020,907,23.771,186.843,0.86,9.54,65.627,0.813,0.0391,25.6,0.0000,72.69
CAN,North America,Canada,5/24/2020,953,24.977,189.176,0.85,9.645,64.159,0.819,0.0391,25.6,0.0000,70.83
CAN,North America,Canada,5/25/2020,964,25.265,191.639,0.84,9.828,63.294,0.826,0.0392,25.5,0.0000,70.83
CAN,North America,Canada,5/26/2020,767,20.102,193.946,0.83,9.723,62.403,0.674,0.0376,26.6,0.0000,70.83
CAN,North America,Canada,5/27/2020,885,23.195,196.488,0.83,9.855,61.696,0.605,0.0348,28.8,0.0000,70.83
CAN,North America,Canada,5/28/2020,787,20.626,199.554,0.82,9.383,60.071,0.859,0.0312,32,0.0000,70.83
CAN,North America,Canada,5/29/2020,1069,28.017,202.175,0.82,9.147,58.262,1.019,0.0296,33.8,0.0000,70.83
CAN,North America,Canada,5/30/2020,762,19.971,203.695,0.81,8.806,56.008,1.057,0.0277,36.1,0.0000,70.83
CAN,North America,Canada,5/31/2020,730,19.132,205.163,0.8,8.963,55.458,1.102,0.0255,39.3,0.0000,70.83
CAN,North America,Canada,6/1/2020,796,20.862,206.395,0.78,8.911,55.012,1.008,0.024,41.6,0.0000,70.83
CAN,North America,Canada,6/2/2020,627,16.433,207.732,0.77,8.911,55.222,0.825,0.0229,43.7,0.0000,70.83
CAN,North America,Canada,6/3/2020,682,17.874,209.199,0.76,8.728,54.069,0.774,0.0215,46.5,0.0000,70.83
CAN,North America,Canada,6/4/2020,582,15.254,210.903,0.74,8.23,51.684,0.935,0.0205,48.9,0.0000,70.83
CAN,North America,Canada,6/5/2020,527,13.812,212.082,0.74,7.758,49.561,1.08,0.0182,55,0.0000,70.83
CAN,North America,Canada,6/6/2020,524,13.733,213.655,0.73,7.601,46.206,1.112,0.0171,58.4,0.0000,70.83
CAN,North America,Canada,6/7/2020,412,10.798,214.729,0.73,7.47,44.974,1.16,0.0158,63.4,0.0000,70.83
CAN,North America,Canada,6/8/2020,451,11.82,215.935,0.73,7.286,44.267,0.999,0.0145,69,0.0000,70.83
CAN,North America,Canada,6/9/2020,434,11.375,216.878,0.73,7.155,43.716,0.786,0.0138,72.3,0.0000,70.83
CAN,North America,Canada,6/10/2020,490,12.842,217.665,0.73,7.26,41.829,0.718,0.0132,75.8,0.0000,70.83
CAN,North America,Canada,6/11/2020,412,10.798,218.503,0.73,7.181,39.706,1.026,0.0124,80.8,0.0000,70.83
CAN,North America,Canada,6/12/2020,461,12.082,219.29,0.74,6.814,38.763,1.157,0.012,83.4,0.0000,70.83
CAN,North America,Canada,6/13/2020,341,8.937,220.024,0.74,6.605,36.561,1.306,0.011,90.9,0.0000,70.83
CAN,North America,Canada,6/14/2020,302,7.915,220.626,0.75,5.949,34.517,1.245,0.0105,95.5,0.0000,70.83
CAN,North America,Canada,6/15/2020,377,9.881,221.334,0.76,5.949,34.176,1.113,0.01,99.6,0.0000,70.83
CAN,North America,Canada,6/16/2020,359,9.409,221.832,0.77,5.766,32.656,0.986,0.0095,105.1,0.0000,70.83
CAN,North America,Canada,6/17/2020,388,10.169,222.382,0.78,5.451,31.084,0.961,0.0089,112.6,0.0000,70.83
CAN,North America,Canada,6/18/2020,406,10.641,222.644,0.79,5.058,28.751,1.153,0.0087,114.7,0.0000,70.83
CAN,North America,Canada,6/19/2020,388,10.169,223.273,0.8,4.875,26.707,1.234,0.0084,119.1,0.0000,70.83
CAN,North America,Canada,6/20/2020,315,8.256,224.191,0.81,4.927,25.475,1.319,0.0083,120.6,0.0000,70.83
CAN,North America,Canada,6/21/2020,308,8.072,224.741,0.82,5.058,23.902,1.261,0.0083,120.5,0.0000,70.83
CAN,North America,Canada,6/22/2020,355,9.304,225.108,0.83,4.639,23.352,1.148,0.0082,122.1,0.0000,68.98
CAN,North America,Canada,6/23/2020,318,8.334,225.737,0.83,4.665,23.902,0.975,0.0081,124,0.0000,68.98
CAN,North America,Canada,6/24/2020,320,8.387,226.471,0.84,4.456,23.221,0.819,0.008,125.2,0.0000,68.98
CAN,North America,Canada,6/25/2020,294,7.705,226.995,0.85,4.324,22.776,1.092,0.0077,130.3,0.0000,68.98
CAN,North America,Canada,6/26/2020,327,8.57,227.179,0.87,4.089,22.173,1.236,0.0075,133.9,0.0000,68.98
CAN,North America,Canada,6/27/2020,402,10.536,227.493,0.88,3.879,21.439,1.279,0.0078,128.2,0.0000,68.98
CAN,North America,Canada,6/28/2020,313,8.203,227.755,0.89,3.774,20.286,1.403,0.0077,130.3,0.0000,68.98
CAN,North America,Canada,6/29/2020,296,7.758,228.201,0.89,3.748,20.757,1.251,0.0074,135.4,0.0000,68.98
CAN,North America,Canada,6/30/2020,334,8.754,228.594,0.89,3.355,19.814,1.125,0.0073,136.9,0.0000,68.98
CAN,North America,Canada,7/1/2020,222,5.818,228.856,0.9,3.145,19.395,1.038,0.0068,146.9,0.0000,68.98
CAN,North America,Canada,7/2/2020,349,9.147,229.301,0.91,3.119,16.643,1.186,0.0069,144.9,0.0000,68.98
CAN,North America,Canada,7/3/2020,318,8.334,229.459,0.92,3.066,17.01,1.167,0.0069,144.3,0.0000,68.98
CAN,North America,Canada,7/4/2020,228,5.976,229.695,0.93,2.883,16.564,1.083,0.0065,152.9,0.0000,68.98
CAN,North America,Canada,7/5/2020,157,4.115,229.826,0.95,2.752,16.118,1.029,0.0063,157.9,0.0000,68.98
CAN,North America,Canada,7/6/2020,352,9.226,230.166,0.97,2.621,15.647,1.064,0.0067,149.7,0.0000,68.98
CAN,North America,Canada,7/7/2020,313,8.203,230.376,0.99,2.542,15.254,0.842,0.0069,145.8,0.0000,68.98
CAN,North America,Canada,7/8/2020,321,8.413,230.822,1.01,2.568,14.572,0.809,0.0074,134.4,0.0000,68.98
CAN,North America,Canada,7/9/2020,334,8.754,231.11,1.03,2.542,13.786,1.102,0.0075,133.8,0.0000,67.13
CAN,North America,Canada,7/10/2020,348,9.121,231.398,1.05,2.595,13.812,1.278,0.0075,133.9,0.0000,67.13
CAN,North America,Canada,7/11/2020,240,6.29,231.634,1.07,2.437,13.864,1.385,0.0072,138.7,0.0000,67.13
CAN,North America,Canada,7/12/2020,214,5.609,231.739,1.1,2.437,13.471,1.402,0.0071,141.7,0.0000,67.13
CAN,North America,Canada,7/13/2020,542,14.205,231.949,1.12,2.464,13.078,1.358,0.0074,134.9,0.0000,67.13
CAN,North America,Canada,7/14/2020,426,11.165,232.053,1.14,2.516,13.891,1.064,0.0076,132.1,0.0000,67.13
CAN,North America,Canada,7/15/2020,406,10.641,232.42,1.15,2.333,13.183,0.918,0.0077,129.3,0.0000,67.13
CAN,North America,Canada,7/16/2020,482,12.633,232.709,1.15,2.202,12.869,1.243,0.0081,124.1,0.0000,67.13
CAN,North America,Canada,7/17/2020,529,13.864,233.049,1.16,2.28,12.659,1.436,0.0084,118.4,0.0000,67.13
CAN,North America,Canada,7/18/2020,384,10.064,233.154,1.16,2.306,12.318,1.532,0.0087,114.5,0.0000,67.13
CAN,North America,Canada,7/19/2020,253,6.631,233.259,1.15,2.385,12.502,1.579,0.0087,115.3,0.0000,67.13
CAN,North America,Canada,7/20/2020,795,20.836,233.364,1.15,2.542,12.79,1.429,0.0093,107.2,0.0000,67.13
CAN,North America,Canada,7/21/2020,460,12.056,233.495,1.13,2.437,13,1.153,0.0093,107.1,0.0000,67.13
CAN,North America,Canada,7/22/2020,382,10.012,233.626,1.11,2.568,13,1.206,0.009,111.2,0.0000,67.13
CAN,North America,Canada,7/23/2020,736,19.29,233.836,1.1,2.568,13.393,1.386,0.0095,104.8,0.0000,67.13
CAN,North America,Canada,7/24/2020,437,11.453,233.993,1.08,2.359,12.685,1.498,0.0092,108.3,0.0000,67.13
CAN,North America,Canada,7/25/2020,336,8.806,234.071,1.06,2.202,11.139,1.621,0.009,110.8,0.0000,67.13
CAN,North America,Canada,7/26/2020,307,8.046,234.176,1.04,2.123,10.431,1.628,0.0091,109.6,0.0000,67.13
CAN,North America,Canada,7/27/2020,631,16.538,234.517,1.02,2.097,10.51,1.464,0.0087,115.5,0.0000,67.13
CAN,North America,Canada,7/28/2020,377,9.881,234.753,1,2.097,10.798,1.291,0.0083,120.1,0.0000,67.13
CAN,North America,Canada,7/29/2020,501,13.131,234.884,1,2.097,10.562,1.102,0.0087,114.6,0.0000,67.13
CAN,North America,Canada,7/30/2020,446,11.689,235.225,0.98,2.254,10.772,1.479,0.0079,126.8,0.0000,67.13
CAN,North America,Canada,7/31/2020,452,11.846,235.382,0.97,2.254,9.933,1.634,0.0078,127.8,0.0000,67.13
CAN,North America,Canada,8/1/2020,254,6.657,235.487,0.96,2.28,9.592,1.644,0.0076,131.7,0.0000,67.13
CAN,North America,Canada,8/2/2020,184,4.822,235.565,0.95,2.359,9.383,1.791,0.0072,139.6,0.0000,67.13
CAN,North America,Canada,8/3/2020,267,6.998,235.565,0.95,2.333,9.409,1.605,0.0062,162.2,0.0000,67.13
CAN,North America,Canada,8/4/2020,689,18.058,235.801,0.97,2.595,9.514,1.189,0.007,142.7,0.0000,67.13
CAN,North America,Canada,8/5/2020,358,9.383,235.932,0.97,2.595,8.937,1.106,0.0066,150.4,0.0000,67.13
CAN,North America,Canada,8/6/2020,333,8.728,236.116,0.97,2.411,9.068,1.205,0.0065,153,0.0000,67.13
CAN,North America,Canada,8/7/2020,442,11.584,236.247,0.97,2.254,8.597,1.496,0.0066,151.5,0.0000,67.13
CAN,North America,Canada,8/8/2020,239,6.264,236.325,0.98,2.359,8.23,1.541,0.0066,150.9,0.0000,67.13
CAN,North America,Canada,8/9/2020,223,5.845,236.43,0.99,2.359,8.151,1.546,0.0069,144.9,0.0000,67.13
CAN,North America,Canada,8/10/2020,583,15.28,236.614,0.99,2.175,7.915,1.567,0.0078,128.4,0.0000,67.13
CAN,North America,Canada,8/11/2020,362,9.488,236.771,0.99,2.149,7.496,1.235,0.0069,145.6,0.0000,67.13
CAN,North America,Canada,8/12/2020,333,8.728,236.902,1,2.071,7.155,1.157,0.0068,147.9,0.0000,67.13
CAN,North America,Canada,8/13/2020,494,12.947,237.033,1.01,2.044,7.024,1.442,0.007,142.3,0.0000,67.13
CAN,North America,Canada,8/14/2020,412,10.798,237.138,1.01,2.044,7.103,1.653,0.0068,146.2,0.0000,67.13
CAN,North America,Canada,8/15/2020,210,5.504,237.295,1.02,2.071,6.945,1.688,0.0067,150,0.0000,67.13
CAN,North America,Canada,8/16/2020,175,4.587,237.426,1.04,2.071,6.893,1.727,0.0064,155.5,0.0000,67.13
CAN,North America,Canada,8/17/2020,204,5.347,237.479,1.05,1.913,6.421,1.408,0.0056,179.6,0.0000,67.13
CAN,North America,Canada,8/18/2020,903,23.667,237.819,1.1,1.913,6.709,1.322,0.0069,145.3,0.0000,67.13
CAN,North America,Canada,8/19/2020,355,9.304,237.95,1.1,1.939,6.788,1.263,0.0069,145.6,0.0000,67.13
CAN,North America,Canada,8/20/2020,246,6.447,238.029,1.1,1.939,6.474,1.498,0.0062,160.8,0.0000,67.13
CAN,North America,Canada,8/21/2020,705,18.477,238.396,1.12,1.782,6.238,1.591,0.007,143.2,0.0000,67.13
CAN,North America,Canada,8/22/2020,203,5.32,238.422,1.12,1.573,6.08,1.686,0.007,143.5,0.0000,67.13
CAN,North America,Canada,8/23/2020,263,6.893,238.527,1.12,1.415,5.923,1.614,0.0073,137.6,0.0000,67.13
CAN,North America,Canada,8/24/2020,741,19.421,238.737,1.13,1.415,6.002,1.441,0.0086,116.3,0.0000,67.13
CAN,North America,Canada,8/25/2020,371,9.723,238.868,1.13,1.415,6.185,1.118,0.0074,135.1,0.0000,64.35
CAN,North America,Canada,8/26/2020,484,12.685,238.973,1.14,1.389,6.107,1.134,0.0078,127.7,0.0000,64.35
CAN,North America,Canada,8/27/2020,475,12.449,239.104,1.15,1.52,6.369,1.433,0.0085,117.9,0.0000,64.35
CAN,North America,Canada,8/28/2020,562,14.729,239.418,1.16,1.546,6.631,1.646,0.0081,124,0.0000,67.13
CAN,North America,Canada,8/29/2020,327,8.57,239.471,1.17,1.625,6.369,1.797,0.0083,120.5,0.0000,67.13
CAN,North America,Canada,8/30/2020,278,7.286,239.523,1.19,1.651,6.343,1.773,0.0082,121.9,0.0000,67.13
CAN,North America,Canada,8/31/2020,1033,27.074,239.733,1.21,1.756,6.474,1.518,0.0089,112.6,0.0000,67.13
CAN,North America,Canada,9/1/2020,537,14.074,239.837,1.2,1.887,7.155,1.44,0.009,110.9,0.0000,67.13
CAN,North America,Canada,9/2/2020,567,14.86,239.89,1.2,1.73,7.024,1.27,0.0091,109.8,0.0000,67.13
CAN,North America,Canada,9/3/2020,652,17.088,240.021,1.21,1.625,6.657,1.53,0.0094,105.8,0.0000,67.13
CAN,North America,Canada,9/4/2020,638,16.721,240.021,1.21,1.704,6.814,1.635,0.0096,103.8,0.0000,67.13
CAN,North America,Canada,9/5/2020,380,9.959,240.047,1.21,1.677,6.421,1.809,0.0098,102.5,0.0000,67.13
CAN,North America,Canada,9/6/2020,431,11.296,240.1,1.23,1.73,6.447,1.814,0.0101,99.2,0.0000,67.13
CAN,North America,Canada,9/7/2020,417,10.929,240.152,1.24,1.756,6.605,1.733,0.0085,118.3,0.0000,67.13
CAN,North America,Canada,9/8/2020,1478,38.737,240.335,1.28,1.73,6.552,1.498,0.0106,94.4,0.0000,63.43
CAN,North America,Canada,9/9/2020,506,13.262,240.44,1.28,1.677,6.893,1.408,0.0103,96.9,0.0000,63.43
CAN,North America,Canada,9/10/2020,982,25.737,240.65,1.28,1.546,7.076,1.346,0.0113,88.8,0.0000,63.43
CAN,North America,Canada,9/11/2020,815,21.36,240.624,1.28,1.494,7.234,1.723,0.0116,86.3,0.0000,63.43
CAN,North America,Canada,9/12/2020,639,16.747,240.702,1.28,1.415,7.155,2.084,0.0119,84.1,0.0000,63.43
CAN,North America,Canada,9/13/2020,576,15.096,240.807,1.29,1.52,7.076,2.182,0.0118,84.4,0.0000,63.43
CAN,North America,Canada,9/14/2020,1329,34.832,241.122,1.29,1.808,7.365,2.164,0.0134,74.8,0.0000,63.43
CAN,North America,Canada,9/15/2020,930,24.374,241.305,1.29,2.071,7.81,1.904,0.0118,84.6,0.0000,63.43
CAN,North America,Canada,9/16/2020,1004,26.314,241.436,1.3,2.254,7.47,1.788,0.0125,80.2,0.0000,63.43
CAN,North America,Canada,9/17/2020,1115,29.223,241.62,1.3,2.333,7.915,1.992,0.0121,82.4,0.0000,63.43
CAN,North America,Canada,9/18/2020,1281,33.574,241.882,1.31,2.306,8.203,2.429,0.0124,80.7,0.0000,63.43
CAN,North America,Canada,9/19/2020,966,25.318,242.065,1.31,2.385,8.334,2.245,0.0128,77.9,0.0000,63.43
CAN,North America,Canada,9/20/2020,934,24.479,242.144,1.31,2.437,8.518,2.53,0.0132,76,0.0000,63.43
CAN,North America,Canada,9/21/2020,1680,44.031,242.432,1.31,2.437,8.963,2.326,0.0136,73.4,0.0000,63.43
CAN,North America,Canada,9/22/2020,1213,31.791,242.642,1.3,2.437,9.959,2.149,0.0139,72,0.0000,63.43
CAN,North America,Canada,9/23/2020,1425,37.348,242.878,1.31,2.568,10.693,2.067,0.0143,69.7,0.0000,63.43
CAN,North America,Canada,9/24/2020,1430,37.479,243.114,1.31,2.752,10.772,2.244,0.0146,68.3,0.0000,63.43
CAN,North America,Canada,9/25/2020,1794,47.019,243.297,1.32,2.726,11.165,2.242,0.0157,63.9,0.0000,63.43
CAN,North America,Canada,9/26/2020,1633,42.799,243.428,1.31,3.119,11.951,2.746,0.0163,61.5,0.0000,63.43
CAN,North America,Canada,9/27/2020,1458,38.213,243.585,1.31,3.014,12.24,2.662,0.017,59,0.0000,63.43
CAN,North America,Canada,9/28/2020,2203,57.738,244.031,1.29,3.066,12.947,2.702,0.0174,57.5,0.0000,63.43
CAN,North America,Canada,9/29/2020,1932,50.636,244.398,1.28,3.066,14.127,2.352,0.0183,54.7,0.0000,63.43
CAN,North America,Canada,9/30/2020,2021,52.968,244.87,1.27,3.276,14.965,2.246,0.019,52.6,0.0000,63.43
CAN,North America,Canada,10/1/2020,1884,49.378,245.289,1.25,3.302,15.542,2.505,0.0194,51.5,0.0000,63.43
CAN,North America,Canada,10/2/2020,2167,56.795,247.648,1.24,3.46,16.276,2.672,0.0195,51.3,0.0000,63.43
CAN,North America,Canada,10/3/2020,1761,46.154,249.011,1.23,3.853,16.459,2.647,0.0198,50.5,0.0000,63.43
CAN,North America,Canada,10/4/2020,1661,43.533,249.482,1.21,3.931,17.088,2.918,0.0198,50.5,0.0000,65.28
CAN,North America,Canada,10/5/2020,2419,63.399,250.138,1.2,3.879,18.084,2.592,0.0202,49.4,0.0000,65.28
CAN,North America,Canada,10/6/2020,2159,56.585,250.714,1.19,3.931,19.709,2.39,0.0205,48.7,0.0000,65.28
CAN,North America,Canada,10/7/2020,2108,55.248,251.212,1.18,3.826,20.286,2.51,0.0204,49.1,0.0000,65.28
CAN,North America,Canada,10/8/2020,2402,62.954,251.684,1.17,4.193,21.491,2.545,0.021,47.5,0.0000,65.28
CAN,North America,Canada,10/9/2020,2455,64.343,252.051,1.16,4.141,22.251,2.819,0.0213,47,0.0000,65.28
CAN,North America,Canada,10/10/2020,1754,45.97,252.732,1.15,4.298,22.147,2.908,0.021,47.7,0.0000,65.28
CAN,North America,Canada,10/11/2020,1897,49.718,253.099,1.14,4.377,22.12,2.794,0.0215,46.6,0.0000,65.28
CAN,North America,Canada,10/12/2020,1525,39.969,253.492,1.14,4.456,22.356,2.631,0.0202,49.6,0.0000,65.28
CAN,North America,Canada,10/13/2020,3470,90.945,254.226,1.15,5.137,23.981,2.343,0.0221,45.3,0.0000,65.28
CAN,North America,Canada,10/14/2020,2539,66.544,254.829,1.14,5.032,24.715,1.86,0.0235,42.6,0.0000,65.28
CAN,North America,Canada,10/15/2020,2493,65.339,255.274,1.13,5.216,25.161,2.115,0.0242,41.3,0.0000,65.28
CAN,North America,Canada,10/16/2020,2440,63.95,256.061,1.13,5.347,26.078,2.538,0.0246,40.7,0.0000,65.28
CAN,North America,Canada,10/17/2020,1783,46.73,256.506,1.12,5.425,26.89,2.572,0.0251,39.8,0.0000,65.28
CAN,North America,Canada,10/18/2020,1933,50.662,256.978,1.12,5.504,26.445,2.676,0.0253,39.5,0.0000,65.28
CAN,North America,Canada,10/19/2020,3141,82.322,257.843,1.12,5.556,26.681,2.425,0.0282,35.4,0.0000,65.28
CAN,North America,Canada,10/20/2020,2477,64.919,258.288,1.12,5.766,28.227,2.007,0.0272,36.8,0.0000,65.28
CAN,North America,Canada,10/21/2020,2659,69.689,259.284,1.12,5.661,27.834,1.768,0.0276,36.3,0.0000,65.28
CAN,North America,Canada,10/22/2020,2548,66.78,260.097,1.12,6.238,28.148,2.332,0.0273,36.7,0.0000,65.28
CAN,North America,Canada,10/23/2020,3105,81.379,260.857,1.13,6.212,28.279,2.542,0.0283,35.3,0.0000,65.28
CAN,North America,Canada,10/24/2020,2014,52.785,261.565,1.13,6.185,29.406,2.505,0.0288,34.7,0.0000,65.28
CAN,North America,Canada,10/25/2020,1930,50.583,262.325,1.14,6.29,29.406,2.727,0.0287,34.8,0.0000,65.28
CAN,North America,Canada,10/26/2020,4230,110.864,263.216,1.14,6.29,29.878,2.479,0.0304,32.9,0.0000,65.28
CAN,North America,Canada,10/27/2020,2749,72.048,263.923,1.14,6.212,30.324,1.936,0.0309,32.3,0.0000,65.28
CAN,North America,Canada,10/28/2020,2876,75.377,264.893,1.14,6.212,30.481,1.644,0.0315,31.7,0.0000,65.28
CAN,North America,Canada,10/29/2020,2956,77.473,265.758,1.15,6.002,30.612,2.193,0.0325,30.8,0.0000,65.28
CAN,North America,Canada,10/30/2020,3427,89.818,266.937,1.15,6.343,30.848,2.419,0.0333,30.1,0.0000,65.28
CAN,North America,Canada,10/31/2020,2322,60.857,268.012,1.16,6.316,30.979,2.571,0.0336,29.7,0.0000,65.28
CAN,North America,Canada,11/1/2020,2517,65.968,268.982,1.16,6.343,32.027,2.541,0.035,28.6,0.0000,65.28
CAN,North America,Canada,11/2/2020,3304,86.594,269.742,1.17,6.212,31.975,2.35,0.0337,29.6,0.0000,65.28
CAN,North America,Canada,11/3/2020,4721,123.732,271.236,1.19,6.474,34.203,1.823,0.0373,26.8,0.0000,65.28
CAN,North America,Canada,11/4/2020,2859,74.931,272.336,1.2,6.447,34.936,1.668,0.0372,26.9,0.0000,65.28
CAN,North America,Canada,11/5/2020,4040,105.884,273.463,1.21,6.657,35.906,2.085,0.0393,25.4,0.0000,65.28
CAN,North America,Canada,11/6/2020,4809,126.038,274.931,1.21,6.788,36.457,2.539,0.0413,24.2,0.0000,68.98
CAN,North America,Canada,11/7/2020,4230,110.864,276.163,1.21,7.181,36.09,2.683,0.0442,22.6,0.0000,68.98
CAN,North America,Canada,11/8/2020,3952,103.577,277.526,1.21,7.129,36.247,2.609,0.0464,21.5,0.0000,68.98
CAN,North America,Canada,11/9/2020,4891,128.188,279.046,1.2,7.601,38.344,2.316,0.0492,20.3,0.0000,68.98
CAN,North America,Canada,11/10/2020,4641,121.635,280.671,1.19,7.994,40.781,2,0.0485,20.6,0.0000,68.98
CAN,North America,Canada,11/11/2020,4120,107.981,282.27,1.18,8.334,42.537,1.873,0.0499,20,0.0000,68.98
CAN,North America,Canada,11/12/2020,5491,143.913,284.261,1.18,8.806,43.795,2.462,0.0511,19.6,0.0000,68.98
CAN,North America,Canada,11/13/2020,4864,127.48,285.546,1.17,9.252,45.263,2.687,0.0507,19.7,0.0000,68.98
CAN,North America,Canada,11/14/2020,4285,112.305,287.197,1.16,9.252,47.045,2.663,0.0509,19.7,0.0000,68.98
CAN,North America,Canada,11/15/2020,4105,107.587,289.11,1.15,10.012,46.652,2.839,0.0504,19.8,0.0000,68.98
CAN,North America,Canada,11/16/2020,5818,152.483,291.05,1.14,10.3,48.224,2.688,0.0507,19.7,0.0000,68.98
CAN,North America,Canada,11/17/2020,4423,115.922,292.779,1.13,10.824,50.976,2.203,0.0498,20.1,0.0000,68.98
CAN,North America,Canada,11/18/2020,4714,123.549,295.453,1.13,10.719,52.654,1.938,0.0505,19.8,0.0000,72.69
