location,date,new_cases_per_million,stringency_index,reproduction_rate
Canada,3/10/2022,146.953,44.56,0.92
Canada,3/11/2022,211.191,44.55,0.92
Canada,3/12/2022,47.805,44.54,0.92
Canada,3/13/2022,36.509,44.54,0.93
Canada,3/14/2022,118.517,38.73,0.95
Canada,3/15/2022,236.692,38.73,0.96
Canada,3/16/2022,138.645,38.72,0.96
Canada,3/17/2022,110.051,38.72,0.97
Canada,3/18/2022,87.538,38.71,0.99
Canada,3/19/2022,78.81,38.7,1.02
Canada,3/20/2022,59.049,38.7,1.06
Canada,3/21/2022,213.681,38.69,1.1
Canada,3/22/2022,248.093,38.68,1.12
Canada,3/23/2022,178.849,38.67,1.12
Canada,3/24/2022,184.851,38.67,1.12
Canada,3/25/2022,234.412,38.67,1.12
Canada,3/26/2022,114.638,38.66,1.12
Canada,3/27/2022,95.767,38.66,1.12
Canada,3/28/2022,161.185,35.87,1.13
Canada,3/29/2022,276.792,35.86,1.13
Canada,3/30/2022,287.669,35.85,1.12
Canada,3/31/2022,230.402,35.84,1.09
Canada,4/1/2022,326.825,35.83,1.07
Canada,4/2/2022,183.829,35.83,1.03
Canada,4/3/2022,67.645,35.83,1
Canada,4/4/2022,14.677,35.83,0.96
Canada,4/5/2022,233.364,35.82,0.95
Canada,4/6/2022,250.347,33.54,0.93
Canada,4/7/2022,157.751,33.54,0.91
Canada,4/8/2022,0,32.53,0.89
Canada,4/9/2022,407.994,32.52,0.91
Canada,4/10/2022,0,32.52,0.87
Canada,4/11/2022,3.46,21.29,0.84
Canada,4/12/2022,0,21.28,0.82
Canada,4/13/2022,1668.929,21.28,0.84
Canada,4/14/2022,496.527,21.28,0.86
Canada,4/15/2022,0,21.27,0.86
Canada,4/16/2022,437.348,21.27,0.86
Canada,4/17/2022,50.793,21.27,0.86
Canada,4/18/2022,313.825,21.27,0.87
Canada,4/19/2022,206.867,21.27,0.86
Canada,4/20/2022,352.064,21.27,0.85
Canada,4/21/2022,275.586,21.24,0.85
Canada,4/22/2022,453.151,21.24,0.85
Canada,4/23/2022,124.518,21.24,0.84
Canada,4/24/2022,122.055,21.23,0.84
Canada,4/25/2022,101.769,21.23,0.83
Canada,4/26/2022,198.925,21.23,0.82
Canada,4/27/2022,342.943,21.23,0.82
Canada,4/28/2022,222.697,21.23,0.81
Canada,4/29/2022,320.508,21.22,0.81
Canada,4/30/2022,90.578,21.22,0.8
Canada,5/1/2022,68.641,21.22,0.8
Canada,5/2/2022,69.873,21.22,0.79
Canada,5/3/2022,145.617,21.22,0.79
Canada,5/4/2022,283.003,21.21,0.79
Canada,5/5/2022,187.105,21.21,0.79
Canada,5/6/2022,235.094,21.21,0.78
Canada,5/7/2022,64.421,21.2,0.78
Canada,5/8/2022,56.192,21.2,0.78
Canada,5/9/2022,56.899,21.2,0.78
Canada,5/10/2022,115.005,21.2,0.78
Canada,5/11/2022,215.122,21.2,0.78
Canada,5/12/2022,143.756,21.19,0.78
Canada,5/13/2022,203.669,21.19,0.78
Canada,5/14/2022,20.915,21.19,0.78
Canada,5/15/2022,16.616,21.19,0.78
Canada,5/16/2022,25.527,21.19,0.79
Canada,5/17/2022,165.85,21.19,0.8
Canada,5/18/2022,158.328,21.19,0.79
Canada,5/19/2022,116.105,21.18,0.79
Canada,5/20/2022,152.876,21.18,0.78
Canada,5/21/2022,36.247,21.18,0.78
Canada,5/22/2022,28.699,21.17,0.78
Canada,5/23/2022,8.806,21.17,0.78
Canada,5/24/2022,53.859,19.65,0.78
Canada,5/25/2022,119.224,19.64,0.8
Canada,5/26/2022,99.253,19.64,0.81
Canada,5/27/2022,138.121,19.64,0.82
Canada,5/28/2022,31.189,19.63,0.83
Canada,5/29/2022,25.685,19.63,0.84
Canada,5/30/2022,23.955,19.63,0.85
Canada,5/31/2022,53.099,19.63,0.85
Canada,6/1/2022,118.254,18.64,0.87
Canada,6/2/2022,80.907,18.64,0.88
Canada,6/3/2022,91.731,18.64,0.89
Canada,6/4/2022,43.507,18.64,0.9
Canada,6/5/2022,22.854,18.64,0.92
Canada,6/6/2022,22.802,18.64,0.93
Canada,6/7/2022,76.949,18.64,0.95
Canada,6/8/2022,98.074,18.64,0.96
Canada,6/9/2022,60.647,18.63,0.96
Canada,6/10/2022,124.859,18.63,0.99
Canada,6/11/2022,102.686,18.63,1
Canada,6/12/2022,37.243,18.63,0.99
Canada,6/13/2022,22.54,18.63,0.96
Canada,6/14/2022,63.347,18.63,0.94
Canada,6/15/2022,60.805,18.63,0.93
Canada,6/16/2022,72.703,18.62,0.93
Canada,6/17/2022,46.049,18.62,0.95
Canada,6/18/2022,91.207,18.62,0.99
Canada,6/19/2022,0,18.62,1
Canada,6/20/2022,33.364,16.66,1.02
Canada,6/21/2022,63.688,16.66,1.03
Canada,6/22/2022,77.919,16.66,1.05
Canada,6/23/2022,124.964,16.66,1.06
Canada,6/24/2022,59.625,16.66,1.08
Canada,6/25/2022,91.181,16.66,1.1
Canada,6/26/2022,17.874,16.66,1.11
Canada,6/27/2022,22.88,16.66,1.12
Canada,6/28/2022,90.027,16.66,1.13
Canada,6/29/2022,68.641,16.66,1.14
Canada,6/30/2022,161.525,16.66,1.15
Canada,7/1/2022,37.452,16.66,1.16
Canada,7/2/2022,105.936,16.66,1.19
Canada,7/3/2022,24.269,16.65,1.2
Canada,7/4/2022,8.701,16.65,1.22
Canada,7/5/2022,157.227,16.65,1.24
Canada,7/6/2022,27.126,16.65,1.23
Canada,7/7/2022,229.773,16.65,1.25
Canada,7/8/2022,93.461,16.65,1.26
Canada,7/9/2022,38.265,16.65,1.26
Canada,7/10/2022,28.07,16.65,1.29
Canada,7/11/2022,27.074,16.65,1.32
Canada,7/12/2022,87.459,16.65,1.35
Canada,7/13/2022,130.337,16.65,1.4
Canada,7/14/2022,474.354,16.65,1.43
Canada,7/15/2022,148.264,16.64,1.38
Canada,7/16/2022,51.998,16.64,1.33
Canada,7/17/2022,0,16.64,1.29
Canada,7/18/2022,0.655,16.64,1.27
Canada,7/19/2022,282.505,16.64,1.26
Canada,7/20/2022,107.718,19.42,1.22
Canada,7/21/2022,273.201,19.42,1.18
Canada,7/22/2022,222.618,16.64,1.16
Canada,7/23/2022,43.349,16.64,1.13
Canada,7/24/2022,33.495,16.64,1.1
Canada,7/25/2022,33.443,16.64,1.08
Canada,7/26/2022,193.553,16.64,1.05
Canada,7/27/2022,91.941,16.64,1.02
Canada,7/28/2022,261.984,16.64,1
Canada,7/29/2022,143.336,16.64,0.99
Canada,7/30/2022,35.015,16.64,0.99
Canada,7/31/2022,24.741,16.64,0.98
Canada,8/1/2022,25.973,16.64,0.98
Canada,8/2/2022,148.368,16.64,0.97
Canada,8/3/2022,82.872,16.64,0.96
Canada,8/4/2022,0,16.64,0.95
Canada,8/5/2022,559.402,16.63,0.95
Canada,8/6/2022,28.043,16.63,0.94
Canada,8/7/2022,19.735,16.63,0.93
Canada,8/8/2022,20.338,19.41,0.92
Canada,8/9/2022,52.968,19.41,0.91
Canada,8/10/2022,78.024,19.41,0.93
Canada,8/11/2022,340.453,19.41,0.95
Canada,8/12/2022,126.222,19.41,0.95
Canada,8/13/2022,0,19.41,0.95
Canada,8/14/2022,0,19.41,0.96
Canada,8/15/2022,0,19.41,0.97
Canada,8/16/2022,185.402,19.41,0.98
Canada,8/17/2022,75.351,19.41,0.97
Canada,8/18/2022,240.597,19.41,0.96
Canada,8/19/2022,150.963,19.4,0.96
Canada,8/20/2022,22.382,19.4,0.96
Canada,8/21/2022,16.276,19.4,0.95
Canada,8/22/2022,16.983,19.4,0.95
Canada,8/23/2022,93.618,19.4,0.94
Canada,8/24/2022,98.991,19.4,0.94
Canada,8/25/2022,194.811,19.4,0.93
Canada,8/26/2022,104.233,19.4,0.93
Canada,8/27/2022,19.604,19.4,0.94
Canada,8/28/2022,14.415,19.4,0.95
Canada,8/29/2022,12.58,16.62,0.96
Canada,8/30/2022,103.866,16.62,0.97
Canada,8/31/2022,52.732,16.62,0.97
Canada,9/1/2022,246.888,16.62,0.98
Canada,9/2/2022,95.636,16.62,0.97
Canada,9/3/2022,17.324,16.61,0.97
Canada,9/4/2022,12.423,16.61,0.97
Canada,9/5/2022,11.689,16.61,0.96
Canada,9/6/2022,75.927,19.39,0.96
Canada,9/7/2022,52.208,19.39,0.97
Canada,9/8/2022,183.672,19.39,0.97
Canada,9/9/2022,87.013,19.39,0.98
Canada,9/10/2022,16.695,19.39,1
Canada,9/11/2022,0,19.39,1.01
Canada,9/12/2022,29.328,19.39,1.03
Canada,9/13/2022,90.971,19.39,1.04
Canada,9/14/2022,28.253,19.39,1.05
Canada,9/15/2022,209.959,19.39,1.08
Canada,9/16/2022,129.288,19.39,1.08
Canada,9/17/2022,16.092,19.39,1.07
Canada,9/18/2022,12.056,19.39,1.07
Canada,9/19/2022,15.306,19.39,1.07
Canada,9/20/2022,108.295,0,0
Canada,9/21/2022,55.039,0,0
Canada,9/22/2022,196.173,0,0
Australia,3/1/2020,0.077,2.78,0
Australia,3/2/2020,0.116,2.78,0
Australia,3/3/2020,0.347,2.78,0
Australia,3/4/2020,0.502,2.78,0
Australia,3/5/2020,0.116,2.78,0
Australia,3/6/2020,0.193,2.78,0
Australia,3/7/2020,0.116,2.78,0
Australia,3/8/2020,0.502,2.78,0
Australia,3/9/2020,0.579,2.78,0
Australia,3/10/2020,0.617,2.78,0
Australia,3/11/2020,0.81,13.89,2.14
Australia,3/12/2020,0,22.22,2.18
Australia,3/13/2020,2.778,22.22,2.33
Australia,3/14/2020,1.929,24.07,2.31
Australia,3/15/2020,1.813,24.07,2.32
Australia,3/16/2020,3.086,43.52,2.37
Australia,3/17/2020,2.893,43.52,2.39
Australia,3/18/2020,4.475,62.96,2.42
Australia,3/19/2020,4.359,62.96,2.42
Australia,3/20/2020,4.244,73.15,2.41
Australia,3/21/2020,10.802,73.15,2.47
Australia,3/22/2020,18.441,73.15,2.43
Australia,3/23/2020,5.131,74.54,2.24
Australia,3/24/2020,13.965,74.54,2.13
Australia,3/25/2020,12.345,74.54,2
Australia,3/26/2020,17.206,74.54,1.88
Australia,3/27/2020,12.847,74.54,1.71
Australia,3/28/2020,19.174,74.54,1.57
Australia,3/29/2020,13.271,74.54,1.43
Australia,3/30/2020,14.544,74.54,1.32
Australia,3/31/2020,7.639,74.54,1.19
Australia,4/1/2020,11.689,76.39,1.09
Australia,4/2/2020,9.799,76.39,0.99
Australia,4/3/2020,8.256,76.39,0.88
Australia,4/4/2020,8.487,74.54,0.79
Australia,4/5/2020,5.285,74.54,0.72
Australia,4/6/2020,4.244,74.54,0.67
Australia,4/7/2020,3.781,74.54,0.63
Australia,4/8/2020,4.437,74.54,0.59
Australia,4/9/2020,3.781,74.54,0.55
Australia,4/10/2020,4.128,74.54,0.5
Australia,4/11/2020,3.395,74.54,0.46
Australia,4/12/2020,0.463,74.54,0.43
Australia,4/13/2020,1.389,74.54,0.42
Australia,4/14/2020,2.469,74.54,0.42
Australia,4/15/2020,0.964,74.54,0.41
Australia,4/16/2020,0.849,74.54,0.41
Australia,4/17/2020,2.315,74.54,0.4
Australia,4/18/2020,1.775,74.54,0.39
Australia,4/19/2020,1.62,74.54,0.39
Australia,4/20/2020,0.502,74.54,0.38
Australia,4/21/2020,0.849,74.54,0.37
Australia,4/22/2020,0.27,74.54,0.37
Australia,4/23/2020,0.386,74.54,0.38
Australia,4/24/2020,0.579,74.54,0.39
Australia,4/25/2020,0.656,74.54,0.41
Australia,4/26/2020,0.772,74.54,0.44
Australia,4/27/2020,0.27,74.54,0.48
Australia,4/28/2020,0.887,74.54,0.52
Australia,4/29/2020,0.309,74.54,0.55
Australia,4/30/2020,0.54,74.54,0.59
Australia,5/1/2020,0.463,74.54,0.64
Australia,5/2/2020,0.81,74.54,0.69
Australia,5/3/2020,0.887,74.54,0.75
Australia,5/4/2020,0.964,74.54,0.79
Australia,5/5/2020,1.08,74.54,0.8
Australia,5/6/2020,0.733,74.54,0.79
Australia,5/7/2020,0.733,74.54,0.77
Australia,5/8/2020,0.193,74.54,0.75
Australia,5/9/2020,0.81,74.54,0.76
Australia,5/10/2020,0.347,74.54,0.77
Australia,5/11/2020,0.849,72.69,0.79
Australia,5/12/2020,0.386,72.69,0.8
Australia,5/13/2020,0.347,72.69,0.81
Australia,5/14/2020,1.157,72.69,0.84
Australia,5/15/2020,0.617,72.69,0.8
Australia,5/16/2020,0.347,72.69,0.76
Australia,5/17/2020,0.386,72.69,0.75
Australia,5/18/2020,0.54,72.69,0.75
Australia,5/19/2020,0.154,72.69,0.74
Australia,5/20/2020,0.347,72.69,0.76
Australia,5/21/2020,0.54,72.69,0.78
Australia,5/22/2020,0.154,72.69,0.78
Australia,5/23/2020,0.579,72.69,0.8
Australia,5/24/2020,0,70.83,0.83
Australia,5/25/2020,0.463,70.83,0.89
Australia,5/26/2020,0.502,70.83,0.94
Australia,5/27/2020,0.424,70.83,0.97
Australia,5/28/2020,0.579,70.83,1
Australia,5/29/2020,0.733,70.83,1
Australia,5/30/2020,0.309,70.83,0.95
Australia,5/31/2020,0.386,70.83,0.96
Australia,6/1/2020,0.733,70.83,0.96
Australia,6/2/2020,0.309,70.83,0.91
Australia,6/3/2020,0.424,70.83,0.88
Australia,6/4/2020,0.27,70.83,0.85
Australia,6/5/2020,0.193,70.83,0.83
Australia,6/6/2020,0.27,70.83,0.82
Australia,6/7/2020,0.231,70.83,0.86
Australia,6/8/2020,0.077,70.83,0.9
Australia,6/9/2020,0.27,70.83,0.98
Australia,6/10/2020,0.424,70.83,1.08
Australia,6/11/2020,0.154,70.83,1.15
Australia,6/12/2020,0.193,70.83,1.27
Australia,6/13/2020,1.003,70.83,1.41
Australia,6/14/2020,0.579,70.83,1.45
Australia,6/15/2020,0.463,70.83,1.48
Australia,6/16/2020,0.887,70.83,1.53
Australia,6/17/2020,0.81,70.83,1.53
Australia,6/18/2020,0.694,70.83,1.54
Australia,6/19/2020,0.077,70.83,1.55
Australia,6/20/2020,1.929,70.83,1.63
Australia,6/21/2020,0.502,70.83,1.61
Australia,6/22/2020,0.694,68.98,1.63
Australia,6/23/2020,1.119,68.98,1.69
Australia,6/24/2020,1.427,68.98,1.74
Australia,6/25/2020,1.427,68.98,1.79
Australia,6/26/2020,0.231,68.98,1.84
Australia,6/27/2020,3.279,68.98,1.96
Australia,6/28/2020,3.009,68.98,2
Australia,6/29/2020,2.701,68.98,1.99
Australia,6/30/2020,3.318,68.98,1.98
Australia,7/1/2020,3.125,68.98,1.96
Australia,7/2/2020,2.508,68.98,1.96
Australia,7/3/2020,7.484,68.98,2.01
Australia,7/4/2020,7.06,68.98,1.94
Australia,7/5/2020,5.401,68.98,1.87
Australia,7/6/2020,6.636,68.98,1.82
Australia,7/7/2020,5.054,68.98,1.75
Australia,7/8/2020,6.558,68.98,1.73
Australia,7/9/2020,12.268,67.13,1.72
Australia,7/10/2020,6.906,67.13,1.64
Australia,7/11/2020,9.413,67.13,1.58
Australia,7/12/2020,7.06,67.13,1.55
Australia,7/13/2020,10.455,67.13,1.54
Australia,7/14/2020,9.105,67.13,1.52
Australia,7/15/2020,12.461,67.13,1.5
Australia,7/16/2020,16.319,67.13,1.48
Australia,7/17/2020,8.024,67.13,1.43
Australia,7/18/2020,13.927,67.13,1.4
Australia,7/19/2020,10.3,67.13,1.38
Australia,7/20/2020,13.85,67.13,1.38
Australia,7/21/2020,17.978,67.13,1.37
Australia,7/22/2020,15.74,67.13,1.33
Australia,7/23/2020,11.304,67.13,1.3
Australia,7/24/2020,13.695,67.13,1.3
Australia,7/25/2020,17.476,67.13,1.28
Australia,7/26/2020,20.524,67.13,1.29
Australia,7/27/2020,14.197,67.13,1.26
Australia,7/28/2020,10.763,67.13,1.25
Australia,7/29/2020,27.622,67.13,1.27
Australia,7/30/2020,23.34,67.13,1.24
Australia,7/31/2020,14.544,67.13,1.2
Australia,8/1/2020,23.726,67.13,1.16
Australia,8/2/2020,16.319,67.13,1.13
Australia,8/3/2020,15.894,67.13,1.1
Australia,8/4/2020,27.584,67.13,1.07
Australia,8/5/2020,17.167,67.13,1.02
Australia,8/6/2020,14.737,67.13,0.97
Australia,8/7/2020,16.434,67.13,0.94
Australia,8/8/2020,14.891,67.13,0.89
Australia,8/9/2020,12.075,67.13,0.87
Australia,8/10/2020,12.191,67.13,0.85
Australia,8/11/2020,15.972,67.13,0.83
Australia,8/12/2020,8.912,67.13,0.8
Australia,8/13/2020,14.814,67.13,0.8
Australia,8/14/2020,11.304,67.13,0.77
Australia,8/15/2020,9.722,67.13,0.75
Australia,8/16/2020,10.455,67.13,0.74
Australia,8/17/2020,8.294,67.13,0.72
Australia,8/18/2020,8.333,67.13,0.7
Australia,8/19/2020,9.529,67.13,0.69
Australia,8/20/2020,6.597,67.13,0.67
Australia,8/21/2020,7.523,67.13,0.66
Australia,8/22/2020,8.063,67.13,0.65
Australia,8/23/2020,4.012,67.13,0.63
Australia,8/24/2020,5.324,67.13,0.62
Australia,8/25/2020,5.825,64.35,0.62
Australia,8/26/2020,4.552,64.35,0.61
Australia,8/27/2020,4.861,64.35,0.61
Australia,8/28/2020,3.819,67.13,0.61
Australia,8/29/2020,4.745,67.13,0.6
Australia,8/30/2020,2.932,67.13,0.6
Australia,8/31/2020,2.816,67.13,0.61
Australia,9/1/2020,4.012,67.13,0.62
Australia,9/2/2020,4.861,67.13,0.63
Australia,9/3/2020,3.356,67.13,0.62
Australia,9/4/2020,2.739,67.13,0.61
Australia,9/5/2020,2.739,67.13,0.59
Australia,9/6/2020,1.659,67.13,0.59
Australia,9/7/2020,2.006,67.13,0.59
Australia,9/8/2020,3.549,63.43,0.6
Australia,9/9/2020,2.276,63.43,0.59
Australia,9/10/2020,1.543,63.43,0.58
Australia,9/11/2020,1.659,63.43,0.58
Australia,9/12/2020,1.697,63.43,0.58
Australia,9/13/2020,1.582,63.43,0.58
Australia,9/14/2020,1.813,63.43,0.58
Australia,9/15/2020,1.505,63.43,0.57
Australia,9/16/2020,1.35,63.43,0.57
Australia,9/17/2020,1.852,63.43,0.57
Australia,9/18/2020,0.926,63.43,0.55
Australia,9/19/2020,0.502,63.43,0.53
Australia,9/20/2020,0.54,63.43,0.53
Australia,9/21/2020,1.157,63.43,0.55
Australia,9/22/2020,1.157,63.43,0.55
Australia,9/23/2020,0.309,63.43,0.54
Australia,9/24/2020,0.772,63.43,0.56
Australia,9/25/2020,0.617,63.43,0.57
Australia,9/26/2020,0.926,63.43,0.59
Australia,9/27/2020,0.154,63.43,0.59
Australia,9/28/2020,0.424,63.43,0.62
Australia,9/29/2020,0.887,63.43,0.66
Australia,9/30/2020,0.694,63.43,0.69
Australia,10/1/2020,0.502,63.43,0.71
Australia,10/2/2020,0.463,63.43,0.74
Australia,10/3/2020,0.54,63.43,0.78
Australia,10/4/2020,0.502,65.28,0.82
Australia,10/5/2020,0.964,65.28,0.87
Australia,10/6/2020,0.309,65.28,0.89
Australia,10/7/2020,0.964,65.28,0.95
Australia,10/8/2020,0.772,65.28,0.97
Australia,10/9/2020,0.694,65.28,0.98
Australia,10/10/2020,0.733,65.28,0.99
Australia,10/11/2020,0.849,65.28,1
Australia,10/12/2020,0.964,65.28,1
Australia,10/13/2020,1.042,65.28,0.98
Australia,10/14/2020,0.772,65.28,0.94
Australia,10/15/2020,0.54,65.28,0.9
Australia,10/16/2020,0.27,65.28,0.87
Australia,10/17/2020,0.463,65.28,0.87
Australia,10/18/2020,0.347,65.28,0.89
Australia,10/19/2020,0.231,65.28,0.93
Australia,10/20/2020,1.466,65.28,1
Australia,10/21/2020,0.579,65.28,0.98
Australia,10/22/2020,0.694,65.28,0.97
Australia,10/23/2020,0.733,65.28,0.94
Australia,10/24/2020,0.694,65.28,0.91
Australia,10/25/2020,0.463,65.28,0.87
Australia,10/26/2020,0.54,65.28,0.85
Australia,10/27/2020,0.54,65.28,0.82
Australia,10/28/2020,0.463,65.28,0.8
Australia,10/29/2020,0.54,65.28,0.78
Australia,10/30/2020,0.231,65.28,0.76
Australia,10/31/2020,0.386,65.28,0.74
Australia,11/1/2020,0.231,65.28,0.75
Australia,11/2/2020,0.347,65.28,0.77
Australia,11/3/2020,0.463,65.28,0.79
Australia,11/4/2020,0.309,65.28,0.8
Australia,11/5/2020,0.54,65.28,0.82
Australia,11/6/2020,0.309,68.98,0.8
Australia,11/7/2020,0.231,68.98,0.78
Australia,11/8/2020,0.27,68.98,0.8
Australia,11/9/2020,0.154,68.98,0.83
Australia,11/10/2020,0.077,68.98,0.88
Australia,11/11/2020,0.154,68.98,0.98
Australia,11/12/2020,0.039,68.98,1.1
Australia,11/13/2020,0.231,68.98,1.29
Australia,11/14/2020,1.119,68.98,1.49
Australia,11/15/2020,1.466,68.98,1.51
Australia,11/16/2020,0.347,68.98,1.38
Australia,11/17/2020,0.733,68.98,1.28
Australia,11/18/2020,0.309,72.69,1.18
Australia,11/19/2020,0.27,72.69,1.12
Australia,11/20/2020,0.54,72.69,1.08
Australia,11/21/2020,0.579,72.69,1.05
Australia,11/22/2020,0.502,72.69,1.01
Australia,11/23/2020,0.347,72.69,0.98
Australia,11/24/2020,0.386,72.69,0.96
Australia,11/25/2020,0.463,72.69,0.95
Australia,11/26/2020,0.309,72.69,0.93
Australia,11/27/2020,0.502,72.69,0.93
Australia,11/28/2020,0.231,72.69,0.91
Australia,11/29/2020,0.386,72.69,0.93
Australia,11/30/2020,0.386,72.69,0.95
Australia,12/1/2020,0.424,72.69,0.97
Australia,12/2/2020,0.617,72.69,0.98
Australia,12/3/2020,0.386,72.69,0.96
Australia,12/4/2020,0.27,72.69,0.94
Australia,12/5/2020,0.347,72.69,0.94
Australia,12/6/2020,0.27,72.69,0.95
Australia,12/7/2020,0.579,72.69,0.99
Australia,12/8/2020,0.231,72.69,0.99
Australia,12/9/2020,0.27,72.69,1.01
Australia,12/10/2020,0.424,72.69,1.05
Australia,12/11/2020,0.54,72.69,1.08
Australia,12/12/2020,0.193,72.69,1.1
Australia,12/13/2020,0.27,72.69,1.15
Australia,12/14/2020,0.424,72.69,1.24
Australia,12/15/2020,0.463,72.69,1.33
Australia,12/16/2020,0.463,72.69,1.42
Australia,12/17/2020,0.81,72.69,1.52
Australia,12/18/2020,1.273,72.69,1.58
Australia,12/19/2020,1.62,72.69,1.57
Australia,12/20/2020,1.157,72.69,1.47
Australia,12/21/2020,0.81,72.69,1.37
Australia,12/22/2020,0.694,72.69,1.28
Australia,12/23/2020,0.964,72.69,1.22
Australia,12/24/2020,0.463,72.69,1.16
Australia,12/25/2020,0.887,72.69,1.13
Australia,12/26/2020,0.424,72.69,1.11
Australia,12/27/2020,1.119,72.69,1.12
Australia,12/28/2020,0.463,72.69,1.11
Australia,12/29/2020,1.235,72.69,1.13
Australia,12/30/2020,0.926,72.69,1.11
Australia,12/31/2020,0.772,72.69,1.09
Australia,1/1/2021,1.35,72.69,1.07
Australia,1/2/2021,0.926,72.69,1.02
Australia,1/3/2021,0.772,72.69,0.96
Australia,1/4/2021,0.502,72.69,0.92
Australia,1/5/2021,0.733,72.69,0.9
Australia,1/6/2021,0.386,75.46,0.88
Australia,1/7/2021,0.964,75.46,0.88
Australia,1/8/2021,0.424,75.46,0.85
Australia,1/9/2021,0.502,75.46,0.85
Australia,1/10/2021,0.733,75.46,0.86
Australia,1/11/2021,0.772,75.46,0.86
Australia,1/12/2021,0.617,75.46,0.84
Australia,1/13/2021,0.386,75.46,0.82
Australia,1/14/2021,0.347,75.46,0.81
Australia,1/15/2021,0.772,75.46,0.82
Australia,1/16/2021,0.733,75.46,0.81
Australia,1/17/2021,0.502,75.46,0.77
Australia,1/18/2021,0.386,75.46,0.73
Australia,1/19/2021,0.347,75.46,0.69
Australia,1/20/2021,0.347,75.46,0.67
Australia,1/21/2021,0.231,75.46,0.65
Australia,1/22/2021,0.193,75.46,0.64
Australia,1/23/2021,0.231,75.46,0.65
Australia,1/24/2021,0.424,75.46,0.67
Australia,1/25/2021,0.116,75.46,0.66
Australia,1/26/2021,0.231,75.46,0.68
Australia,1/27/2021,0.309,75.46,0.7
Australia,1/28/2021,0.193,75.46,0.71
Australia,1/29/2021,0.27,75.46,0.74
Australia,1/30/2021,0.193,75.46,0.75
Australia,1/31/2021,0.27,75.46,0.77
Australia,2/1/2021,0.193,75.46,0.79
Australia,2/2/2021,0.231,75.46,0.8
Australia,2/3/2021,0.347,75.46,0.83
Australia,2/4/2021,0.154,75.46,0.82
Australia,2/5/2021,0.231,75.46,0.84
Australia,2/6/2021,0.116,75.46,0.85
Australia,2/7/2021,0.231,75.46,0.88
Australia,2/8/2021,0.116,75.46,0.91
Australia,2/9/2021,0.424,75.46,0.97
Australia,2/10/2021,0.309,75.46,0.96
Australia,2/11/2021,0.309,75.46,0.94
Australia,2/12/2021,0.193,75.46,0.91
Australia,2/13/2021,0.231,75.46,0.89
Australia,2/14/2021,0.077,75.46,0.85
Australia,2/15/2021,0.193,75.46,0.86
Australia,2/16/2021,0.231,75.46,0.86
Australia,2/17/2021,0.039,75.46,0.86
Australia,2/18/2021,0.231,75.46,0.9
Australia,2/19/2021,0.077,75.46,0.93
Australia,2/20/2021,0.231,75.46,1
Australia,2/21/2021,0.154,75.46,1.03
Australia,2/22/2021,0.27,75.46,1.09
Australia,2/23/2021,0.077,75.46,1.12
Australia,2/24/2021,0.309,75.46,1.2
Australia,2/25/2021,0.386,75.46,1.25
Australia,2/26/2021,0.309,75.46,1.26
Australia,2/27/2021,0.193,75.46,1.26
Australia,2/28/2021,0.309,75.46,1.28
Australia,3/1/2021,0.309,75.46,1.29
Australia,3/2/2021,0.386,75.46,1.31
Australia,3/3/2021,0.424,75.46,1.32
Australia,3/4/2021,0.54,75.46,1.31
Australia,3/5/2021,0.309,75.46,1.28
Australia,3/6/2021,0.193,75.46,1.27
Australia,3/7/2021,0.463,75.46,1.28
Australia,3/8/2021,0.579,75.46,1.28
Australia,3/9/2021,0.502,75.46,1.25
Australia,3/10/2021,0.617,75.46,1.22
Australia,3/11/2021,0.463,75.46,1.17
Australia,3/12/2021,0.386,75.46,1.13
Australia,3/13/2021,0.193,71.76,1.1
Australia,3/14/2021,0.502,71.76,1.09
Australia,3/15/2021,0.27,71.76,1.08
Australia,3/16/2021,0.656,71.76,1.09
Australia,3/17/2021,0.463,71.76,1.07
Australia,3/18/2021,0.656,71.76,1.05
Australia,3/19/2021,0.347,71.76,1
Australia,3/20/2021,0.154,71.76,0.97
Australia,3/21/2021,0.386,71.76,0.95
Australia,3/22/2021,0.193,71.76,0.95
Australia,3/23/2021,0.386,71.76,0.97
Australia,3/24/2021,0.347,71.76,1
Australia,3/25/2021,0.347,71.76,1.04
Australia,3/26/2021,0.502,71.76,1.09
Australia,3/27/2021,0.27,71.76,1.11
Australia,3/28/2021,0.656,71.76,1.14
Australia,3/29/2021,0.772,71.76,1.13
Australia,3/30/2021,0.309,71.76,1.08
Australia,3/31/2021,0.694,71.76,1.06
Australia,4/1/2021,0.424,75.46,1.02
Australia,4/2/2021,0.309,75.46,0.98
Australia,4/3/2021,0.27,75.46,0.96
Australia,4/4/2021,0.347,75.46,0.94
Australia,4/5/2021,0.309,75.46,0.94
Australia,4/6/2021,0.54,75.46,0.95
Australia,4/7/2021,0.231,75.46,0.95
Australia,4/8/2021,0.193,75.46,0.98
Australia,4/9/2021,0.231,75.46,1.04
Australia,4/10/2021,0.347,75.46,1.11
Australia,4/11/2021,0.54,75.46,1.19
Australia,4/12/2021,0.386,75.46,1.24
Australia,4/13/2021,0.81,75.46,1.3
Australia,4/14/2021,0.733,75.46,1.32
Australia,4/15/2021,0.579,75.46,1.32
Australia,4/16/2021,0.579,75.46,1.32
Australia,4/17/2021,0.772,75.46,1.33
Australia,4/18/2021,0.54,75.46,1.32
