location,date,new_cases_per_million,stringency_index,reproduction_rate
France,3/1/2020,0.445,34.72,3.01
France,3/2/2020,0.905,43.98,3
France,3/3/2020,0.311,43.98,3
France,3/4/2020,1.127,43.98,3.03
France,3/5/2020,2.047,43.98,3.06
France,3/6/2020,2.818,43.98,3.03
France,3/7/2020,4.924,43.98,3.01
France,3/8/2020,2.625,43.98,2.94
France,3/9/2020,4.242,43.98,2.87
France,3/10/2020,5.517,43.98,2.83
France,3/11/2020,7.564,43.98,2.78
France,3/12/2020,0,43.98,2.73
France,3/13/2020,20.542,43.98,2.73
France,3/14/2020,12.088,49.54,2.65
France,3/15/2020,0.534,49.54,2.58
France,3/16/2020,31.904,56.94,2.55
France,3/17/2020,15.307,87.96,2.45
France,3/18/2020,20.898,87.96,2.35
France,3/19/2020,27.306,87.96,2.27
France,3/20/2020,26.445,87.96,2.18
France,3/21/2020,25.199,87.96,2.12
France,3/22/2020,34.039,87.96,2.07
France,3/23/2020,49.761,87.96,2
France,3/24/2020,33.268,87.96,1.93
France,3/25/2020,43.828,87.96,1.87
France,3/26/2020,58.082,87.96,1.81
France,3/27/2020,56.243,87.96,1.74
France,3/28/2020,68.939,87.96,1.69
France,3/29/2020,38.608,87.96,1.63
France,3/30/2020,64.415,87.96,1.57
France,3/31/2020,113.242,87.96,1.52
France,4/1/2020,71.831,87.96,1.44
France,4/2/2020,31.147,87.96,1.36
France,4/3/2020,77.467,87.96,1.3
France,4/4/2020,0,87.96,1.24
France,4/5/2020,12.548,87.96,1.19
France,4/6/2020,39.423,87.96,1.14
France,4/7/2020,0,87.96,1.09
France,4/8/2020,57.118,87.96,1.04
France,4/9/2020,56.124,87.96,0.99
France,4/10/2020,23.227,87.96,0.94
France,4/11/2020,21.432,87.96,0.91
France,4/12/2020,752.648,87.96,0.88
France,4/13/2020,46.558,87.96,0.85
France,4/14/2020,258.788,87.96,0.83
France,4/15/2020,47.566,87.96,0.79
France,4/16/2020,186.556,87.96,0.76
France,4/17/2020,28.047,87.96,0.72
France,4/18/2020,56.421,87.96,0.69
France,4/19/2020,16.226,87.96,0.67
France,4/20/2020,36.279,87.96,0.65
France,4/21/2020,39.542,87.96,0.64
France,4/22/2020,26.668,87.96,0.64
France,4/23/2020,0,87.96,0.64
France,4/24/2020,41.693,87.96,0.65
France,4/25/2020,24.888,87.96,0.65
France,4/26/2020,9.389,87.96,0.66
France,4/27/2020,54.671,87.96,0.67
France,4/28/2020,46.439,87.96,0.66
France,4/29/2020,0,87.96,0.65
France,4/30/2020,18.065,87.96,0.64
France,5/1/2020,7.802,87.96,0.63
France,5/2/2020,11.747,87.96,0.63
France,5/3/2020,5.354,87.96,0.64
France,5/4/2020,8.336,87.96,0.65
France,5/5/2020,16.538,87.96,0.66
France,5/6/2020,61.345,87.96,0.67
France,5/7/2020,10.99,87.96,0.64
France,5/8/2020,7.876,87.96,0.62
France,5/9/2020,7.831,87.96,0.62
France,5/10/2020,3.693,87.96,0.62
France,5/11/2020,4.672,76.85,0.61
France,5/12/2020,11.168,76.85,0.62
France,5/13/2020,7.727,76.85,0.62
France,5/14/2020,9.522,76.85,0.63
France,5/15/2020,7.609,76.85,0.66
France,5/16/2020,6.155,76.85,0.69
France,5/17/2020,2.076,76.85,0.72
France,5/18/2020,6.585,76.85,0.76
France,5/19/2020,7.431,76.85,0.79
France,5/20/2020,7.134,76.85,0.83
France,5/21/2020,3.96,76.85,0.87
France,5/22/2020,11.213,76.85,0.94
France,5/23/2020,8.098,76.85,1
France,5/24/2020,0,76.85,1.06
France,5/25/2020,4.82,76.85,1.13
France,5/26/2020,3.782,75,1.19
France,5/27/2020,2.566,75,1.27
France,5/28/2020,49.568,75,1.36
France,5/29/2020,8.81,75,1.32
France,5/30/2020,26.609,75,1.27
France,5/31/2020,3.441,75,1.21
France,6/1/2020,6.022,75,1.15
France,6/2/2020,0,72.22,1.1
France,6/3/2020,0,72.22,1.06
France,6/4/2020,64.667,72.22,1.02
France,6/5/2020,8.617,72.22,0.97
France,6/6/2020,8.484,72.22,0.93
France,6/7/2020,5.058,72.22,0.9
France,6/8/2020,4.064,72.22,0.87
France,6/9/2020,8.187,72.22,0.85
France,6/10/2020,9.27,72.22,0.84
France,6/11/2020,5.399,72.22,0.83
France,6/12/2020,11.88,72.22,0.84
France,6/13/2020,7.371,72.22,0.85
France,6/14/2020,5.784,72.22,0.86
France,6/15/2020,2.017,72.22,0.86
France,6/16/2020,9.834,72.22,0.88
France,6/17/2020,7.253,72.22,0.89
France,6/18/2020,8.692,72.22,0.9
France,6/19/2020,11.673,72.22,0.92
France,6/20/2020,9.181,72.22,0.93
France,6/21/2020,5.087,72.22,0.94
France,6/22/2020,2.106,51.85,0.94
France,6/23/2020,10.353,51.85,0.96
France,6/24/2020,3.975,51.85,0.97
France,6/25/2020,3.782,51.85,0.99
France,6/26/2020,18.733,51.85,1.04
France,6/27/2020,6.645,51.85,1.05
France,6/28/2020,0,51.85,1.05
France,6/29/2020,9.567,51.85,1.06
France,6/30/2020,6.556,51.85,1.07
France,7/1/2020,14.684,51.85,1.07
France,7/2/2020,7.994,51.85,1.06
France,7/3/2020,7.994,51.85,1.06
France,7/4/2020,5.31,51.85,1.07
France,7/5/2020,0.178,51.85,1.08
France,7/6/2020,15.099,51.85,1.09
France,7/7/2020,6.734,51.85,1.09
France,7/8/2020,12.192,51.85,1.1
France,7/9/2020,6.585,51.85,1.1
France,7/10/2020,10.59,51.85,1.1
France,7/11/2020,3.723,46.3,1.12
France,7/12/2020,0.237,46.3,1.14
France,7/13/2020,21.106,46.3,1.15
France,7/14/2020,0.92,46.3,1.16
France,7/15/2020,10.768,46.3,1.17
France,7/16/2020,8.439,46.3,1.19
France,7/17/2020,12.222,46.3,1.21
France,7/18/2020,2.447,46.3,1.24
France,7/19/2020,0.059,46.3,1.28
France,7/20/2020,28.344,46.3,1.32
France,7/21/2020,8.825,46.3,1.33
France,7/22/2020,13.66,46.3,1.33
France,7/23/2020,18.332,46.3,1.33
France,7/24/2020,16.182,46.3,1.33
France,7/25/2020,1.246,46.3,1.33
France,7/26/2020,0.059,46.3,1.35
France,7/27/2020,36.902,46.3,1.38
France,7/28/2020,8.365,46.3,1.38
France,7/29/2020,21.803,46.3,1.37
France,7/30/2020,20.676,46.3,1.37
France,7/31/2020,19.326,46.3,1.36
France,8/1/2020,0.92,46.3,1.37
France,8/2/2020,0.044,46.3,1.4
France,8/3/2020,49.85,46.3,1.43
France,8/4/2020,14.372,46.3,1.43
France,8/5/2020,25.333,46.3,1.42
France,8/6/2020,23.746,46.3,1.42
France,8/7/2020,35.33,46.3,1.42
France,8/8/2020,1.023,46.3,1.42
France,8/9/2020,0.089,46.3,1.45
France,8/10/2020,69.962,46.3,1.49
France,8/11/2020,20.883,46.3,1.48
France,8/12/2020,38.222,46.3,1.47
France,8/13/2020,39.601,46.3,1.45
France,8/14/2020,42.82,48.15,1.45
France,8/15/2020,47.611,48.15,1.45
France,8/16/2020,44.793,48.15,1.43
France,8/17/2020,8.751,48.15,1.4
France,8/18/2020,31.414,48.15,1.41
France,8/19/2020,56.169,48.15,1.43
France,8/20/2020,71.193,48.15,1.43
France,8/21/2020,73.477,48.15,1.43
France,8/22/2020,51.526,48.15,1.42
France,8/23/2020,70.229,48.15,1.41
France,8/24/2020,29.308,48.15,1.4
France,8/25/2020,50.903,48.15,1.4
France,8/26/2020,3.619,48.15,1.41
France,8/27/2020,166.504,48.15,1.44
France,8/28/2020,112.1,48.15,1.43
France,8/29/2020,80.982,48.15,1.4
France,8/30/2020,79.826,48.15,1.38
France,8/31/2020,44.822,48.15,1.36
France,9/1/2020,75.702,46.76,1.34
France,9/2/2020,104.387,46.76,1.34
France,9/3/2020,105.589,48.61,1.32
France,9/4/2020,130.343,48.61,1.32
France,9/5/2020,127.466,48.61,1.31
France,9/6/2020,104.046,48.61,1.3
France,9/7/2020,62.057,48.61,1.28
France,9/8/2020,99.938,48.61,1.27
France,9/9/2020,127.214,48.61,1.26
France,9/10/2020,143.855,48.61,1.25
France,9/11/2020,139.91,48.61,1.25
France,9/12/2020,168.135,48.61,1.25
France,9/13/2020,94.109,48.61,1.24
France,9/14/2020,91.572,48.61,1.23
France,9/15/2020,116.075,48.61,1.23
France,9/16/2020,152.28,48.61,1.22
France,9/17/2020,151.864,48.61,1.22
France,9/18/2020,196.093,48.61,1.22
France,9/19/2020,198.748,48.61,1.22
France,9/20/2020,156.269,48.61,1.21
France,9/21/2020,82.154,48.61,1.21
France,9/22/2020,147.741,46.76,1.2
France,9/23/2020,195.129,46.76,1.2
France,9/24/2020,235.902,46.76,1.19
France,9/25/2020,237.222,46.76,1.18
France,9/26/2020,210.896,49.54,1.17
France,9/27/2020,157.738,49.54,1.16
France,9/28/2020,63.763,49.54,1.14
France,9/29/2020,116.52,49.54,1.14
France,9/30/2020,211.237,49.54,1.15
France,10/1/2020,193.186,49.54,1.15
France,10/2/2020,182.789,49.54,1.16
France,10/3/2020,244.935,49.54,1.18
France,10/4/2020,185.459,49.54,1.19
France,10/5/2020,79.722,49.54,1.2
France,10/6/2020,167.749,49.54,1.22
France,10/7/2020,279.182,49.54,1.24
France,10/8/2020,257.186,49.54,1.25
France,10/9/2020,306.977,49.54,1.27
France,10/10/2020,395.672,43.98,1.28
France,10/11/2020,237.222,43.98,1.28
France,10/12/2020,129.26,43.98,1.28
France,10/13/2020,202.1,43.98,1.29
France,10/14/2020,335.84,43.98,1.3
France,10/15/2020,441.354,43.98,1.32
France,10/16/2020,376.88,43.98,1.32
France,10/17/2020,476.684,49.54,1.33
France,10/18/2020,442.541,49.54,1.33
France,10/19/2020,200.795,49.54,1.32
France,10/20/2020,302.216,49.54,1.33
France,10/21/2020,397.452,49.54,1.34
France,10/22/2020,605.337,49.54,1.35
France,10/23/2020,626.101,49.54,1.36
France,10/24/2020,671.368,49.54,1.36
France,10/25/2020,97.209,49.54,1.36
France,10/26/2020,1074.397,49.54,1.37
France,10/27/2020,511.079,49.54,1.35
France,10/28/2020,544.615,49.54,1.34
France,10/29/2020,691.703,49.54,1.32
France,10/30/2020,733.781,78.7,1.32
France,10/31/2020,520.616,78.7,1.32
France,11/1/2020,684.925,78.7,1.33
France,11/2/2020,1553.009,78.7,1.33
France,11/3/2020,1072.321,78.7,1.29
France,11/4/2020,0,78.7,1.25
France,11/5/2020,850.642,78.7,1.2
France,11/6/2020,900.463,78.7,1.16
France,11/7/2020,1285.263,78.7,1.11
France,11/8/2020,571.95,78.7,1.05
France,11/9/2020,307.6,78.7,0.99
France,11/10/2020,331.079,78.7,0.94
France,11/11/2020,534.855,78.7,0.9
France,11/12/2020,480.377,78.7,0.87
France,11/13/2020,354.691,78.7,0.84
France,11/14/2020,473.985,78.7,0.83
France,11/15/2020,403.31,78.7,0.81
France,11/16/2020,142.906,78.7,0.8
France,11/17/2020,672.792,78.7,0.78
France,11/18/2020,424.476,78.7,0.76
France,11/19/2020,304.945,78.7,0.73
France,11/20/2020,342.648,78.7,0.71
France,11/21/2020,262.051,78.7,0.7
France,11/22/2020,194.744,78.7,0.69
France,11/23/2020,70.511,78.7,0.68
France,11/24/2020,143.722,78.7,0.67
France,11/25/2020,244.549,78.7,0.67
France,11/26/2020,191.347,78.7,0.68
France,11/27/2020,186.304,78.7,0.68
France,11/28/2020,185.058,75,0.7
France,11/29/2020,144.804,75,0.71
France,11/30/2020,59.773,75,0.73
France,12/1/2020,122.453,75,0.74
France,12/2/2020,208.7,75,0.76
France,12/3/2020,186.957,75,0.79
France,12/4/2020,167.601,75,0.81
France,12/5/2020,191.065,75,0.83
France,12/6/2020,162.395,75,0.86
France,12/7/2020,50.592,75,0.88
France,12/8/2020,204.963,75,0.9
France,12/9/2020,216.472,75,0.91
France,12/10/2020,203.939,75,0.93
France,12/11/2020,198.837,75,0.95
France,12/12/2020,206.861,75,0.96
France,12/13/2020,171.057,75,0.98
France,12/14/2020,45.43,75,0.99
France,12/15/2020,172.065,63.89,1
France,12/16/2020,261.265,63.89,1.02
France,12/17/2020,270.742,63.89,1.03
France,12/18/2020,234.508,63.89,1.04
France,12/19/2020,258.491,63.89,1.04
France,12/20/2020,190.709,63.89,1.04
France,12/21/2020,85.981,63.89,1.03
France,12/22/2020,174.943,63.89,1.03
France,12/23/2020,221.426,63.89,1.03
France,12/24/2020,320.874,63.89,1.03
France,12/25/2020,300.525,63.89,1.03
France,12/26/2020,45.875,63.89,1.02
France,12/27/2020,131.515,63.89,1.03
France,12/28/2020,43.903,63.89,1.05
France,12/29/2020,169.01,63.89,1.07
France,12/30/2020,392.409,63.89,1.09
France,12/31/2020,295.556,63.89,1.09
France,1/1/2021,287.117,63.89,1.09
France,1/2/2021,51.408,63.89,1.08
France,1/3/2021,185.236,63.89,1.1
France,1/4/2021,59.654,63.89,1.12
France,1/5/2021,307.511,63.89,1.13
France,1/6/2021,372.92,63.89,1.14
France,1/7/2021,321.898,63.89,1.14
France,1/8/2021,293.88,63.89,1.13
France,1/9/2021,299.264,63.89,1.13
France,1/10/2021,236.481,63.89,1.12
France,1/11/2021,55.13,63.89,1.12
France,1/12/2021,292.101,63.89,1.11
France,1/13/2021,353.772,63.89,1.11
France,1/14/2021,314.853,63.89,1.11
France,1/15/2021,315.49,63.89,1.1
France,1/16/2021,317.493,63.89,1.1
France,1/17/2021,246.833,63.89,1.1
France,1/18/2021,55.412,63.89,1.1
France,1/19/2021,356.308,63.89,1.1
France,1/20/2021,396.873,63.89,1.09
France,1/21/2021,335.009,63.89,1.09
France,1/22/2021,345.466,63.89,1.08
France,1/23/2021,357.346,63.89,1.08
France,1/24/2021,273.442,63.89,1.07
France,1/25/2021,62.887,63.89,1.07
France,1/26/2021,327.579,63.89,1.06
France,1/27/2021,399.217,63.89,1.06
France,1/28/2021,352.556,63.89,1.05
France,1/29/2021,344.175,63.89,1.05
France,1/30/2021,356.634,63.89,1.04
France,1/31/2021,286.791,63.89,1.04
France,2/1/2021,64.475,63.89,1.04
France,2/2/2021,346.133,63.89,1.03
France,2/3/2021,391,63.89,1.03
France,2/4/2021,0,63.89,1.02
France,2/5/2021,676.144,63.89,1.04
France,2/6/2021,305.331,63.89,1.04
France,2/7/2021,292.412,63.89,1.03
France,2/8/2021,64.03,60.19,1.02
France,2/9/2021,281.866,60.19,1.01
France,2/10/2021,376.539,60.19,1.01
France,2/11/2021,312.405,60.19,1.01
France,2/12/2021,307.036,60.19,1
France,2/13/2021,314.897,60.19,1.01
France,2/14/2021,247.323,60.19,1.01
France,2/15/2021,64.905,60.19,1.02
France,2/16/2021,290.558,60.19,1.02
France,2/17/2021,371.066,60.19,1.03
France,2/18/2021,333.734,60.19,1.04
France,2/19/2021,357.687,60.19,1.04
France,2/20/2021,331.806,60.19,1.05
France,2/21/2021,326.985,60.19,1.05
France,2/22/2021,68.909,60.19,1.06
France,2/23/2021,299.383,60.19,1.06
France,2/24/2021,467.488,60.19,1.06
France,2/25/2021,376.776,60.19,1.06
France,2/26/2021,373.869,70.37,1.06
France,2/27/2021,357.598,70.37,1.06
France,2/28/2021,295.927,70.37,1.05
France,3/1/2021,69.755,70.37,1.05
France,3/2/2021,339.014,60.19,1.05
France,3/3/2021,397.318,60.19,1.05
France,3/4/2021,374.937,60.19,1.06
France,3/5/2021,348.655,70.37,1.06
France,3/6/2021,346.949,70.37,1.07
France,3/7/2021,323.707,70.37,1.07
France,3/8/2021,81.605,70.37,1.08
France,3/9/2021,343.019,62.04,1.09
France,3/10/2021,439.426,62.04,1.1
France,3/11/2021,415.784,62.04,1.11
France,3/12/2021,371.362,62.04,1.12
France,3/13/2021,441.384,70.37,1.13
France,3/14/2021,391.979,70.37,1.14
France,3/15/2021,95.577,62.04,1.15
France,3/16/2021,444.988,62.04,1.16
France,3/17/2021,570.556,62.04,1.16
France,3/18/2021,519.578,62.04,1.17
France,3/19/2021,520.424,70.37,1.17
France,3/20/2021,523.968,70.37,1.17
France,3/21/2021,454.644,70.37,1.17
France,3/22/2021,234.226,70.37,1.17
France,3/23/2021,217.703,70.37,1.18
France,3/24/2021,969.609,70.37,1.19
France,3/25/2021,676.945,70.37,1.18
France,3/26/2021,620.999,68.52,1.17
France,3/27/2021,632.123,68.52,1.16
France,3/28/2021,550.547,68.52,1.14
France,3/29/2021,134.882,68.52,1.13
France,3/30/2021,455.371,68.52,1.13
France,3/31/2021,875.649,68.52,1.12
France,4/1/2021,751.372,68.52,1.11
France,4/2/2021,692.311,68.52,1.1
France,4/3/2021,2.447,68.52,1.09
France,4/4/2021,1195.886,68.52,1.09
France,4/5/2021,160.081,71.3,1.08
France,4/6/2021,119.323,75,1.06
France,4/7/2021,13.675,75,1.07
France,4/8/2021,1439.115,75,1.1
France,4/9/2021,2.269,75,1.1
France,4/10/2021,20.809,75,1.11
France,4/11/2021,1748.687,75,1.14
France,4/12/2021,126.606,75,1.11
France,4/13/2021,580.122,75,1.08
France,4/14/2021,645.264,75,1.05
France,4/15/2021,564.282,75,1.02
France,4/16/2021,540.506,75,1
France,4/17/2021,531.889,75,0.98
France,4/18/2021,435.718,75,0.96
France,4/19/2021,99.315,75,0.95
France,4/20/2021,653.54,75,0.94
France,4/21/2021,517.947,75,0.92
France,4/22/2021,495.387,75,0.91
France,4/23/2021,479.665,75,0.9
France,4/24/2021,484.011,75,0.89
France,4/25/2021,363.457,75,0.87
France,4/26/2021,88.28,75,0.86
France,4/27/2021,449.66,75,0.86
France,4/28/2021,467.785,75,0.84
France,4/29/2021,393.61,75,0.83
France,4/30/2021,360.402,75,0.83
France,5/1/2021,380.736,75,0.82
France,5/2/2021,147.148,75,0.81
France,5/3/2021,55.768,63.89,0.81
France,5/4/2021,361.47,63.89,0.81
France,5/5/2021,385.631,63.89,0.81
France,5/6/2021,322.031,63.89,0.81
France,5/7/2021,283.646,63.89,0.81
France,5/8/2021,308.193,63.89,0.8
France,5/9/2021,135.386,63.89,0.8
France,5/10/2021,48.827,63.89,0.81
France,5/11/2021,293.539,63.89,0.81
France,5/12/2021,318.857,63.89,0.81
France,5/13/2021,288.645,63.89,0.81
France,5/14/2021,104.194,63.89,0.81
France,5/15/2021,232.639,63.89,0.82
France,5/16/2021,208.033,63.89,0.83
France,5/17/2021,49.687,63.89,0.83
France,5/18/2021,255.258,63.89,0.84
France,5/19/2021,282.549,54.63,0.84
France,5/20/2021,0,54.63,0.83
France,5/21/2021,189.849,54.63,0.83
France,5/22/2021,187.046,54.63,0.82
France,5/23/2021,144.849,54.63,0.82
France,5/24/2021,33.06,54.63,0.81
France,5/25/2021,46.795,54.63,0.8
France,5/26/2021,187.565,54.63,0.81
France,5/27/2021,206.654,54.63,0.82
France,5/28/2021,167.126,54.63,0.82
France,5/29/2021,170.953,54.63,0.81
France,5/30/2021,128.474,54.63,0.8
France,5/31/2021,5.34,54.63,0.78
France,6/1/2021,146.065,54.63,0.77
France,6/2/2021,20.023,54.63,0.76
France,6/3/2021,230.696,54.63,0.76
France,6/4/2021,103.127,54.63,0.75
France,6/5/2021,98.692,54.63,0.73
France,6/6/2021,76.83,54.63,0.72
France,6/7/2021,17.264,54.63,0.71
France,6/8/2021,89.259,54.63,0.69
France,6/9/2021,82.421,54.07,0.68
France,6/10/2021,66.373,54.06,0.66
France,6/11/2021,57.414,54.04,0.66
France,6/12/2021,58.913,54.03,0.65
France,6/13/2021,44.095,54.03,0.65
France,6/14/2021,10.219,54.02,0.65
France,6/15/2021,47.981,54,0.65
France,6/16/2021,45.356,53.98,0.65
France,6/17/2021,30.317,53.97,0.65
France,6/18/2021,47.18,53.95,0.67
France,6/19/2021,38.919,53.94,0.68
France,6/20/2021,28.314,46.52,0.7
France,6/21/2021,7.223,46.51,0.72
France,6/22/2021,32.69,46.49,0.73
France,6/23/2021,34.41,46.47,0.75
France,6/24/2021,29.768,46.45,0.77
France,6/25/2021,29.456,46.43,0.8
France,6/26/2021,31.562,46.41,0.84
France,6/27/2021,24.235,46.41,0.88
France,6/28/2021,7.549,46.39,0.92
France,6/29/2021,50.354,46.37,0.96
France,6/30/2021,20.409,44.96,0.99
France,7/1/2021,39.512,44.94,1.03
France,7/2/2021,39.794,44.92,1.08
France,7/3/2021,44.585,44.9,1.13
France,7/4/2021,38.637,44.9,1.17
France,7/5/2021,11.806,44.88,1.21
France,7/6/2021,53.173,44.86,1.26
France,7/7/2021,60.529,44.84,1.31
France,7/8/2021,65.884,44.83,1.34
France,7/9/2021,67.93,42.95,1.38
France,7/10/2021,69.651,42.94,1.41
France,7/11/2021,63.985,42.93,1.45
France,7/12/2021,18.688,42.91,1.48
France,7/13/2021,103.082,42.89,1.52
France,7/14/2021,21.506,42.88,1.56
France,7/15/2021,163.774,42.86,1.63
France,7/16/2021,161.787,42.84,1.66
France,7/17/2021,163.226,41.68,1.68
France,7/18/2021,185.874,41.67,1.69
France,7/19/2021,61.567,41.63,1.69
France,7/20/2021,269.66,41.59,1.69
France,7/21/2021,319.465,37.31,1.67
France,7/22/2021,327.208,37.22,1.64
France,7/23/2021,287.873,37.12,1.6
France,7/24/2021,381.003,37.05,1.56
France,7/25/2021,226.069,37.04,1.52
France,7/26/2021,78.713,36.96,1.48
France,7/27/2021,400.819,36.88,1.45
France,7/28/2021,412.047,36.82,1.42
France,7/29/2021,373.617,36.75,1.38
France,7/30/2021,360.55,36.68,1.34
France,7/31/2021,351.354,36.63,1.31
France,8/1/2021,292.397,36.62,1.28
France,8/2/2021,121.029,36.57,1.26
France,8/3/2021,354.766,36.51,1.23
France,8/4/2021,426.923,36.46,1.21
France,8/5/2021,392.454,36.41,1.19
France,8/6/2021,371.941,36.34,1.17
France,8/7/2021,383.51,36.3,1.16
France,8/8/2021,303.462,36.29,1.14
France,8/9/2021,85.655,47.15,1.13
France,8/10/2021,412.551,46.97,1.12
France,8/11/2021,472.427,46.81,1.1
France,8/12/2021,423.512,46.63,1.09
France,8/13/2021,392.35,46.46,1.07
France,8/14/2021,362.3,46.33,1.05
France,8/15/2021,315.461,46.31,1.04
France,8/16/2021,165.91,46.11,1.02
France,8/17/2021,340.527,45.9,1.01
France,8/18/2021,421.302,45.7,0.99
France,8/19/2021,355.566,45.49,0.97
France,8/20/2021,331.034,45.27,0.96
France,8/21/2021,336.863,45.12,0.94
France,8/22/2021,256.593,45.07,0.93
France,8/23/2021,76.622,44.85,0.92
France,8/24/2021,368.619,44.62,0.91
France,8/25/2021,351.606,44.4,0.89
France,8/26/2021,291.937,44.19,0.87
France,8/27/2021,6.778,43.95,0.86
France,8/28/2021,528.463,43.79,0.87
France,8/29/2021,202.16,43.74,0.86
France,8/30/2021,114.028,43.54,0.85
France,8/31/2021,0.356,43.34,0.84
France,9/1/2021,491.368,44.81,0.84
France,9/2/2021,209.917,44.64,0.83
France,9/3/2021,225.802,44.44,0.82
France,9/4/2021,197.799,44.29,0.81
France,9/5/2021,154.401,44.26,0.8
France,9/6/2021,45.237,44.14,0.79
France,9/7/2021,215.568,44.02,0.78
France,9/8/2021,87.835,43.88,0.77
France,9/9/2021,268.013,43.76,0.78
France,9/10/2021,147.815,43.63,0.78
France,9/11/2021,142.402,43.51,0.77
France,9/12/2021,113.895,43.49,0.77
France,9/13/2021,30.583,43.41,0.77
France,9/14/2021,208.611,43.31,0.77
France,9/15/2021,5.681,43.2,0.76
France,9/16/2021,196.85,43.12,0.77
France,9/17/2021,109.356,43.02,0.77
France,9/18/2021,109.964,42.92,0.77
France,9/19/2021,86.233,42.91,0.78
France,9/20/2021,21.877,42.85,0.78
France,9/21/2021,118.403,42.78,0.78
France,9/22/2021,100.768,42.68,0.78
France,9/23/2021,92.388,42.62,0.78
France,9/24/2021,99.003,42.53,0.79
France,9/25/2021,77.363,42.45,0.79
France,9/26/2021,69.799,42.44,0.8
France,9/27/2021,19.415,42.39,0.81
France,9/28/2021,100.338,42.34,0.82
France,9/29/2021,87.509,42.27,0.82
France,9/30/2021,77.185,42.22,0.83
France,10/1/2021,73.196,42.15,0.84
France,10/2/2021,73.389,42.1,0.85
France,10/3/2021,55.531,42.09,0.87
France,10/4/2021,16.879,42.05,0.89
France,10/5/2021,82.792,42.01,0.9
France,10/6/2021,67.782,41.95,0.92
France,10/7/2021,74.249,41.91,0.91
France,10/8/2021,66.299,41.85,0.92
France,10/9/2021,70.214,41.81,0.92
France,10/10/2021,59.194,41.8,0.93
France,10/11/2021,16.612,41.77,0.94
France,10/12/2021,87.212,41.73,0.95
France,10/13/2021,20.157,41.69,0.96
France,10/14/2021,140.518,41.65,0.99
France,10/15/2021,90.46,41.6,1
France,10/16/2021,72.662,41.57,1
France,10/17/2021,56.035,41.57,1.01
France,10/18/2021,15.677,41.54,1.02
France,10/19/2021,88.176,41.51,1.03
France,10/20/2021,89.526,41.48,1.04
France,10/21/2021,90.875,41.45,1.05
France,10/22/2021,94.42,41.4,1.07
France,10/23/2021,93.308,41.38,1.08
France,10/24/2021,74.234,41.37,1.08
France,10/25/2021,19.207,41.35,1.09
France,10/26/2021,98.41,41.32,1.1
France,10/27/2021,103.809,41.29,1.11
France,10/28/2021,88.843,41.27,1.12
France,10/29/2021,95.414,41.23,1.13
France,10/30/2021,109.163,41.21,1.15
France,10/31/2021,93.871,41.21,1.16
France,11/1/2021,27.676,41.21,1.17
France,11/2/2021,30.242,41.18,1.18
France,11/3/2021,151.731,41.15,1.22
France,11/4/2021,138.59,41.12,1.24
France,11/5/2021,133.458,41.09,1.26
France,11/6/2021,142.461,41.06,1.28
France,11/7/2021,126.769,41.06,1.29
France,11/8/2021,32.586,41.03,1.31
France,11/9/2021,185.563,41.01,1.32
France,11/10/2021,176.248,40.96,1.32
France,11/11/2021,186.927,40.96,1.33
France,11/12/2021,57.251,40.92,1.34
France,11/13/2021,217.229,40.9,1.38
France,11/14/2021,185.34,40.9,1.4
France,11/15/2021,48.337,40.87,1.42
France,11/16/2021,293.346,40.84,1.44
France,11/17/2021,301,40.81,1.45
France,11/18/2021,302.068,40.78,1.46
France,11/19/2021,314.734,40.74,1.47
France,11/20/2021,336.359,40.72,1.47
France,11/21/2021,292.916,40.71,1.47
France,11/22/2021,78.476,40.69,1.47
France,11/23/2021,451.692,40.66,1.47
France,11/24/2021,483.388,40.62,1.47
France,11/25/2021,496.337,40.59,1.47
France,11/26/2021,510.753,40.54,1.46
France,11/27/2021,549.628,40.5,1.45
France,11/28/2021,468.408,40.5,1.44
France,11/29/2021,126.175,40.46,1.43
France,11/30/2021,700.083,40.41,1.42
France,12/1/2021,735.813,40.36,1.4
France,12/2/2021,718.104,40.31,1.39
France,12/3/2021,739.492,40.25,1.38
France,12/4/2021,763.312,42.17,1.36
France,12/5/2021,625.211,42.16,1.34
France,12/6/2021,171.724,42.11,1.32
France,12/7/2021,875.367,42.06,1.3
France,12/8/2021,909.792,42,1.29
France,12/9/2021,843.256,44.57,1.27
France,12/10/2021,817.834,44.5,1.26
France,12/11/2021,799.724,44.46,1.26
France,12/12/2021,650.352,44.45,1.25
France,12/13/2021,178.933,44.39,1.25
France,12/14/2021,940.42,44.33,1.24
France,12/15/2021,974.652,44.26,1.24
France,12/16/2021,902.762,44.19,1.25
France,12/17/2021,862.152,44.12,1.26
France,12/18/2021,868.203,44.07,1.27
France,12/19/2021,718.949,44.06,1.29
France,12/20/2021,223.592,44,1.31
France,12/21/2021,1080.612,43.94,1.33
France,12/22/2021,1249.918,43.88,1.35
France,12/23/2021,1358.726,43.83,1.39
France,12/24/2021,1396.043,43.81,1.41
France,12/25/2021,1551.586,43.81,1.44
France,12/26/2021,410.801,43.81,1.46
France,12/27/2021,451.766,43.76,1.5
France,12/28/2021,2666.904,43.7,1.55
France,12/29/2021,3086.515,43.65,1.57
France,12/30/2021,3063.451,43.61,1.57
France,12/31/2021,3443.98,43.59,1.56
